recipe_id,ingredients
8084,"['pods', 'cheese']"
8085,"['cheese', 'stock', 'vinegar', 'olives', 'dill', 'juice', 'bags']"
8086,"['beans', 'cheese', 'chili', 'mushrooms', 'spaghetti']"
8087,"['cashews', 'pasta', 'chili', 'breadcrumbs', 'liquid', 'salami', 'lemongrass']"
8088,"['pounds', 'egg', 'rind', 'pepper', 'menthe']"
8089,"['sugar', 'cranberries', 'bread', 'pounds']"
8090,"['wine', 'strips']"
8091,"['aioli', 'cream', 'mint', 'nuts', 'apples', 'rind']"
8092,"['lengthways', 'krispies']"
8093,"['ginger', 'breadcrumbs', 'bread', 'liqueur', 'catsup']"
8094,"['parsley', 'noodles', 'pecans']"
8095,"['pods', 'flour', 'chili', 'sauce']"
8096,"['cheese', 'seasoning', 'can', 'sauce']"
8097,"['beef', 'nuts', 'flour', 'mushrooms', 'aubergine', 'groundnut', 'water']"
8098,"['thyme', 'chile', 'salt', 'chickens', 'oil', 'cheese', 'flour', 'pepper']"
8099,"['slices', 'wine', 'chutney', 'sauce', 'fruit', 'sugar']"
8100,"['peppers', 'chicken']"
8101,"['honey', 'cheese', 'broth', 'tortillas', 'hazelnuts', 'zest']"
8102,"['poultry', 'seed', 'ounces', 'wine']"
8103,"['ginger', 'sauce', 'sirloin', 'garlic']"
8104,"['hamburger', 'bread', 'basil', 'sausage', 'savory']"
8105,"['mayonnaise', 'beer', 'pot']"
8106,"['spray', 'squash', 'rosettes', 'paste', 'onion', 'olives']"
8107,"['cheese', 'broth', 'seed', 'garlic', 'cream']"
8108,"['sage', 'cube', 'oil', 'size', 'chickpeas', 'cayenne', 'msg']"
8109,"['spray', 'concentrate']"
8110,"['rotisserie', 'paste', 'kahlua', 'flakes', 'oil', 'beans', 'schnapps']"
8111,"['florets', 'salt', 'soup', 'juice', 'roll', 'hamburger', 'turmeric', 'steak']"
8112,['liqueur']
8113,"['juice', 'mix', 'ice', 'pasta']"
8114,"['turmeric', 'cabbage', 'chilies', 'vinegar', 'cheese']"
8115,"['potatoes', 'peppers', 'oil', 'spareribs', 'pods', 'chile', 'sauce', 'chiles', 'pepper']"
8116,['sauce']
8117,"['blueberries', 'leaves', 'paste', 'broth']"
8118,"['pounds', 'seasoning', 'half']"
8119,"['rice', 'cream', 'vegetables', 'vinegar', 'half', 'round']"
8120,"['pasta', 'soda', 'oz']"
8121,"['breadcrumbs', 'mustard', 'eggs', 'greens']"
8122,"['cheese', 'turmeric', 'potatoes', 'brand', 'soda', 'pepper', 'rice']"
8123,"['cinnamon', 'drumsticks', 'cream', 'chilies', 'soup', 'amaretto', 'beans', 'yogurt', 'ground']"
8124,"['extract', 'tortilla']"
8125,"['cayenne', 'juice', 'tomatoes', 'oil']"
8126,"['dressing', 'lime', 'swedes', 'slices', 'barley', 'coriander']"
8127,"['cream', 'chestnuts', 'quarts']"
8128,"['paste', 'deli', 'tea', 'onion', 'pistachios', 'chile', 'port']"
8129,"['flour', 'yeast', 'broth', 'raisins', 'food', 'mix', 'ham']"
8130,"['beer', 'beef']"
8131,"['beans', 'cream', 'juice']"
8132,"['margarine', 'krisda']"
8133,"['olives', 'pork', 'peppers', 'syrup', 'rice', 'mint']"
8134,"['smith', 'cider', 'paprika', 'salt', 'concentrate', 'noodles']"
8135,"['coriander', 'pepper', 'paste']"
8136,"['leaves', 'sauce', 'oil']"
8137,"['mushrooms', 'wedge', 'cream', 'sauce']"
8138,"['okra', 'greens', 'tartar', 'sticks']"
8139,"['josh', 'beets', 'garlic', 'eye']"
8140,"['oil', 'cinnamon', 'ham', 'nori', 'cardamoms', 'stock', 'smith']"
8141,"['pepper', 'shoulder', 'puree', 'cheese', 'paste']"
8142,"['pepper', 'rice', 'chili', 'leaves', 'mix', 'cubes']"
8143,"['honey', 'shells', 'prosciutto', 'basil', 'tarragon', 'provence']"
8144,"['almonds', 'essence', 'cream']"
8145,"['soda', 'onion', 'morsels', 'cheese']"
8146,"['nuts', 'sprigs', 'vinegar', 'cans', 'gelatin', 'olives']"
8147,"['berries', 'sauce', 'capers', 'slices', 'tortillas', 'extract', 'pepper', 'almonds']"
8148,"['wine', 'ounces', 'cocoa', 'pods', 'substitute', 'pepper']"
8149,"['jar', 'miso', 'sprigs']"
8150,"['clove', 'vinegar', 'paste', 'fat']"
8151,"['onion', 'cubes', 'chiles', 'meat', 'savory']"
8152,"['butter', 'onions', 'blend', 'oil', 'juice']"
8153,"['drippings', 'peppercorns', 'sugar', 'oil', 'sauce', 'seed', 'bread']"
8154,"['leaf', 'noodles', 'breadcrumbs', 'shrimp', 'cabbage']"
8155,"['noodles', 'eggs', 'espresso', 'pod', 'sauce', 'flakes']"
8156,"['vinegar', 'syrup', 'vanilla']"
8157,"['threads', 'gruyere', 'onion']"
8158,"['rum', 'arrowroot', 'banana', 'beans']"
8159,"['paste', 'tomatoes', 'chestnuts', 'tomatillos']"
8160,"['chestnuts', 'florets', 'salsa', 'extract', 'turmeric', 'soup', 'garlic']"
8161,"['cheese', 'pestle']"
8162,"['jam', 'seed', 'cooking', 'strawberries', 'vinegar']"
8163,"['essence', 'pods', 'tea', 'cubes']"
8164,"['mandarin', 'sage', 'wheat', 'meatballs', 'celery']"
8165,"['seeds', 'carrot', 'barley', 'onion', 'oregano', 'spray']"
8166,"['chile', 'tomatoes', 'beef', 'mascarpone', 'marjoram', 'rings', 'mirin']"
8167,"['lemon', 'steak', 'kiwi', 'flakes', 'niblets', 'sauce', 'meat', 'basil']"
8168,"['florets', 'wine']"
8169,"['coriander', 'amaretto', 'preserves', 'tarragon', 'cheese', 'split']"
8170,"['salt', 'sauce', 'margarine', 'capers', 'pounds', 'pasta']"
8171,"['flour', 'chili', 'molasses', 'cheese']"
8172,"['seeds', 'lard', 'thai', 'peppers', 'onion', 'corn', 'molasses']"
8173,"['rum', 'noodles', 'granules', 'cornflour']"
8174,"['spice', 'sauce', 'gravy']"
8175,"['sheet', 'pounds', 'salt', 'pepper']"
8176,"['yeast', 'oil', 'onion', 'ketchup', 'flour', 'vinegar']"
8177,"['apples', 'spices', 'juice', 'vinegar', 'cherries']"
8178,"['margarine', 'boneless', 'ginger', 'oil', 'egg', 'ham', 'yeast']"
8179,"['egg', 'breadcrumbs', 'orange']"
8180,"['buns', 'sugar', 'olive', 'pepper', 'leaf', 'juice', 'horseradish']"
8181,"['ice', 'tidbits', 'zucchini', 'ground', 'slices', 'spear']"
8182,"['sherry', 'peppers']"
8183,"['cheesecloth', 'yam', 'mix']"
8184,"['beans', 'butter', 'tomatoes']"
8185,"['beans', 'herb', 'oil', 'vinegar']"
8186,"['chilies', 'fillets', 'rib', 'cheese', 'cm', 'cocoa']"
8187,"['sauce', 'tenderloin', 'light', 'vinegar', 'peppers']"
8188,"['slices', 'asparagus']"
8189,"['kielbasa', 'dish', 'pods', 'oil', 'cheese', 'cocoa', 'potatoes', 'sprinkling']"
8190,"['juice', 'oil', 'raisins', 'sprigs', 'raisin']"
8191,"['tortillas', 'flour', 'sugar', 'cubes', 'oil']"
8192,"['pepper', 'gin']"
8193,"['meat', 'potatoes', 'bread', 'spray', 'cream']"
8194,"['mustard', 'cornmeal', 'cream', 'cumin', 'pear', 'juice', 'buttermilk', 'sauce']"
8195,"['onion', 'sherry', 'paste', 'butter', 'noodles', 'oil']"
8196,"['rice', 'mango', 'eggs', 'bacon', 'cashew']"
8197,"['seeds', 'brandy', 'vinegar', 'rice', 'fat']"
8198,"['squares', 'water', 'seaweed', 'parsley', 'beans', 'soymilk', 'spinach']"
8199,"['leaves', 'steak', 'mirin', 'cube', 'essence', 'avocado', 'sage', 'oil']"
8200,"['lbs', 'mustard', 'broth', 'cubes', 'peanuts', 'half']"
8201,"['nutmeg', 'sec']"
8202,"['oil', 'potatoes', 'style', 'paste']"
8203,"['berries', 'herbs', 'topping', 'parsley', 'pound', 'peppers']"
8204,"['flour', 'loin', 'olives', 'milk', 'concentrate']"
8205,"['chunks', 'cabbage', 'cream', 'sugar']"
8206,"['fish', 'gin']"
8207,"['cream', 'chives', 'stock']"
8208,"['leaf', 'noodles', 'chestnuts', 'butter', 'seeds', 'leaves', 'half', 'lamb']"
8209,"['drippings', 'dates']"
8210,"['onion', 'yogurt', 'hazelnuts', 'seasoning', 'sauce']"
8211,"['capsicum', 'pepper', 'lemons', 'cocoa', 'rum', 'sauce', 'arugula', 'pepperoni']"
8212,['horseradish']
8213,"['sprig', 'cheese', 'lemongrass', 'drizzling', 'fruit']"
8214,"['cilantro', 'strips', 'sauce', 'shrimp']"
8215,"['yogurt', 'dogs', 'cream', 'cabbage']"
8216,"['fridge', 'hamburger', 'rice', 'family', 'leaves']"
8217,"['linguine', 'mushrooms', 'foil', 'okra', 'yeast']"
8218,"['noodles', 'pickle', 'pickles', 'cornflour']"
8219,"['wedge', 'cheese', 'sauce', 'whip', 'filling']"
8220,"['flour', 'soup']"
8221,"['syrup', 'raisin', 'juice', 'lettuce']"
8222,"['mace', 'broccoli', 'drumsticks', 'oil']"
8223,"['spinach', 'cream', 'sprouts', 'yogurt', 'water']"
8224,"['flakes', 'vinegar', 'garlic']"
8225,"['cabbage', 'fat', 'breasts']"
8226,"['nuts', 'bread']"
8227,"['pepper', 'sauce', 'vinegar', 'cubes', 'capers', 'rice', 'chunks']"
8228,"['spray', 'steak']"
8229,"['eggs', 'onions']"
8230,"['juice', 'rice', 'bulb', 'leek', 'gingerroot', 'granules', 'sauce']"
8231,"['spice', 'seeds', 'milk', 'thighs', 'essence', 'pasta']"
8232,"['slices', 'margarine']"
8233,"['water', 'vodka', 'greens', 'pepper']"
8234,"['garnish', 'paprika']"
8235,"['half', 'vinegar', 'rings', 'pasta', 'stock', 'sauce', 'chocolate']"
8236,"['seeds', 'pepper', 'beer', 'eggs']"
8237,"['chervil', 'yogurt', 'sprigs', 'sprig', 'rice', 'ginger', 'extract']"
8238,"['beef', 'pepper', 'wine', 'sauce']"
8239,"['salt', 'sauce', 'oil', 'vodka', 'cubes']"
8240,"['mayonnaise', 'fillets', 'apple', 'tea', 'spice', 'vinegar', 'salt']"
8241,"['oil', 'chips', 'eggplants', 'salt', 'extract']"
8242,"['bouillon', 'slices', 'juice', 'apricots']"
8243,"['pastry', 'extract', 'cardamom', 'cherries', 'cream', 'onion', 'tenderloins']"
8244,"['cucumbers', 'slices']"
8245,"['cream', 'chi', 'tomatoes', 'chiles', 'onions', 'salt']"
8246,"['chips', 'snack', 'topping']"
8247,"['vanilla', 'sauce', 'tomatoes', 'cream', 'shortening', 'cabbage', 'cranberries', 'peppers']"
8248,"['onions', 'cheese', 'oil', 'pecans', 'sausage', 'steak']"
8249,"['toblerone', 'parsnips', 'strawberries']"
8250,"['beer', 'water', 'pepper', 'note', 'steak', 'tapioca']"
8251,"['spinach', 'cheese', 'radishes', 'beef', 'onion', 'pepper', 'brandy']"
8252,"['oil', 'sauce', 'cardamom', 'stock', 'bouillon', 'beets', 'chicken', 'onions']"
8253,"['seeds', 'shells', 'oil', 'rolls', 'sprouts', 'chicken']"
8254,"['flakes', 'aubergines', 'chili']"
8255,"['leaf', 'bread', 'sage', 'vinegar', 'pepper', 'garlic']"
8256,"['quinoa', 'spears']"
8257,"['lettuce', 'bacon', 'syrup', 'none', 'milk']"
8258,"['tomato', 'beans', 'half']"
8259,"['vinegar', 'directions', 'peas', 'slices', 'onion', 'water', 'kirsch']"
8260,"['root', 'vinegar', 'spray', 'lime', 'pastry']"
8261,"['pepper', 'flour', 'cheese', 'biscuit']"
8262,"['balls', 'halves', 'spaghetti']"
8263,"['plum', 'bread', 'walnuts', 'ribs', 'chiles']"
8264,"['oil', 'leaf', 'seed', 'fraiche', 'beans', 'smith', 'diameter', 'strawberries']"
8265,"['spray', 'loaves', 'crouton', 'flakes', 'arborio', 'cheese', 'cream', 'light']"
8266,"['beans', 'potatoes', 'meat', 'half', 'rum']"
8267,"['bread', 'rolls', 'half']"
8268,"['bouillon', 'juice', 'sauce', 'basil', 'crosswise', 'masala', 'sirloin']"
8269,"['meat', 'cubes', 'ground']"
8270,"['shallot', 'peel', 'oil', 'flakes', 'lemons', 'mustard', 'rum']"
8271,"['peel', 'flour', 'cream', 'lemon']"
8272,"['cinnamon', 'celery', 'chips']"
8273,"['paprika', 'pepper', 'chocolate']"
8274,"['vodka', 'cheese', 'avocados', 'pith']"
8275,"['tomatoes', 'herbs', 'pepper', 'bread', 'masala', 'rum']"
8276,"['juice', 'wine', 'soup', 'onion', 'flour', 'seed', 'stock']"
8277,"['chilies', 'brand']"
8278,"['saffron', 'product', 'pistachios', 'chickpeas', 'soda', 'brand', 'apples', 'seed']"
8279,"['sauce', 'flour', 'oil', 'barley', 'cubes', 'wheat', 'gelatin']"
8280,"['stem', 'rump', 'julienne', 'strips', 'halves']"
8281,"['lamb', 'eggs', 'broth', 'noodles', 'sugar', 'radish', 'casings']"
8282,"['tequila', 'paper', 'substitute']"
8283,"['vodka', 'pastas', 'seeds', 'cucumber', 'strips']"
8284,"['towels', 'crumbs', 'spinach']"
8285,"['choice', 'water', 'stock', 'sugar', 'vinegar', 'cabbage']"
8286,"['vanilla', 'temperature']"
8287,"['spray', 'mustard']"
8288,"['halibut', 'chili', 'thyme']"
8289,"['cauliflower', 'granules', 'dough', 'soup', 'garlic']"
8290,"['wrappers', 'temperature', 'juice', 'slices', 'rice']"
8291,"['cornmeal', 'cinnamon', 'meat']"
8292,"['baking', 'vinegar', 'salt', 'yeast', 'tequila']"
8293,"['thread', 'pounds', 'rum', 'slices', 'crosswise', 'cilantro', 'chunks', 'flour', 'potatoes']"
8294,"['syrup', 'meat', 'sauce', 'strips']"
8295,"['mussels', 'mustard', 'shallots', 'bouillon', 'cardamom']"
8296,"['raisins', 'cream', 'onion', 'strips']"
8297,"['garlic', 'oil', 'flowers', 'peanuts', 'chicken', 'leaves', 'spice']"
8298,"['pod', 'peel', 'mint']"
8299,"['mushroom', 'potato']"
8300,"['mint', 'brisket', 'capers', 'oil', 'mushrooms', 'steak', 'kiwi']"
8301,"['quartered', 'clams', 'half', 'sprig', 'cheese', 'pectin', 'mustard', 'fresco', 'dimes']"
8302,"['round', 'sage', 'seeds', 'herbs', 'coconut', 'sauce', 'tomatoes']"
8303,"['dough', 'spices']"
8304,"['oil', 'yeast', 'choy', 'pork', 'temperate', 'tomatoes', 'sauce', 'stock']"
8305,"['bacon', 'butter', 'thickener', 'juice', 'cheese', 'potatoes', 'fish']"
8306,"['cheese', 'dough']"
8307,"['beans', 'nuts', 'marmalade', 'chunks', 'lite', 'cheese']"
8308,"['vermouth', 'can', 'kind', 'dip', 'dried', 'mushrooms']"
8309,"['strips', 'ketchup', 'beer', 'cubes']"
8310,"['capsicums', 'loin', 'capsicum']"
8311,"['rind', 'cilantro']"
8312,"['shrimp', 'sugar', 'cubes', 'beans', 'wine']"
8313,"['process', 'cream']"
8314,"['soup', 'chives']"
8315,"['mustard', 'italian']"
8316,"['broth', 'yeast', 'flour']"
8317,"['juice', 'peppers']"
8318,"['game', 'pork', 'noodles', 'mustard', 'basil', 'strips', 'bitters', 'salt']"
8319,"['costco', 'frangelico', 'collards', 'sage']"
8320,"['almonds', 'sauce', 'juice', 'tsp']"
8321,"['note', 'sugar', 'belly', 'tamari', 'florets']"
8322,"['pasta', 'slices']"
8323,"['tuna', 'peas']"
8324,"['milk', 'box', 'mushrooms']"
8325,"['vinegar', 'cream', 'stock', 'chilies', 'cube']"
8326,"['vinegar', 'splenda', 'cauliflower', 'cornflour', 'sherry', 'soymilk']"
8327,"['fat', 'peanuts', 'oil', 'meatballs', 'fillets', 'leaves', 'seasoning']"
8328,"['blueberries', 'sauce', 'weed', 'crosswise', 'gingerroot', 'slices', 'cornstarch', 'flowers']"
8329,"['dressing', 'sauce', 'cabbage']"
8330,"['flowers', 'green', 'peppers', 'paste', 'poultry']"
8331,"['oats', 'preference', 'breasts', 'cheese', 'cube']"
8332,"['use', 'beans', 'ketchup', 'vinegar']"
8333,"['fennel', 'lettuce', 'chili', 'flour', 'rice', 'broth', 'paste', 'cream', 'breast']"
8334,"['soup', 'noodles', 'wine', 'beetroot', 'root', 'oil']"
8335,"['buns', 'sauce', 'cream', 'sirloin']"
8336,"['barley', 'vinegar', 'ginger', 'pecans']"
8337,"['bits', 'nori']"
8338,"['rice', 'juice', 'sprouts', 'soymilk']"
8339,"['mint', 'peppers', 'ham']"
8340,"['nuts', 'beef', 'ketchup', 'corn', 'coffee', 'type', 'juice', 'syrup']"
8341,"['saffron', 'hamburger']"
8342,"['fine', 'oats', 'sauce', 'oil', 'sausage', 'half', 'pasta']"
8343,"['oregano', 'banana', 'chicken', 'nuts']"
8344,"['cubes', 'salt']"
8345,"['color', 'seasoning', 'pepper', 'chickens', 'leaves', 'slices']"
8346,"['ladyfingers', 'mustard', 'seed', 'horseradish', 'beans', 'white']"
8347,"['bread', 'vinegar', 'mustard', 'half']"
8348,"['juice', 'mushrooms', 'slices', 'butter', 'rolls', 'broth', 'tartar', 'lettuce']"
8349,"['cheese', 'fillets', 'juice', 'cans', 'paste']"
8350,"['olives', 'mushrooms', 'cucumbers', 'pepper']"
8351,"['capers', 'sugar', 'vinegar']"
8352,"['tomato', 'loaf', 'tomatoes', 'oat', 'seed']"
8353,"['sauce', 'seed', 'blueberries', 'leaves', 'yeast']"
8354,"['vinegar', 'salad']"
8355,"['apples', 'portions', 'cream', 'cucumber', 'lime']"
8356,"['cheese', 'wraps', 'sausage', 'almonds', 'pasta']"
8357,"['spicy', 'pepper']"
8358,"['stamp', 'cheese', 'oranges', 'peppers']"
8359,"['juice', 'oil', 'bone', 'ramen', 'loaf', 'apricots']"
8360,"['cheese', 'yam', 'pepper', 'soup', 'lamb']"
8361,"['basil', 'shells', 'cod', 'bottoms', 'raisins']"
8362,"['aromat', 'sprigs', 'g', 'flour', 'kernels', 'mushrooms']"
8363,"['soup', 'capers', 'yeast', 'parsley']"
8364,"['stock', 'sauce', 'rice', 'salsa', 'spinach', 'beans']"
8365,"['olives', 'ounces']"
8366,"['beans', 'sauce', 'chili', 'peppers', 'orange', 'paprika']"
8367,"['oil', 'peanuts']"
8368,"['vinegar', 'veal', 'basil', 'sauce', 'package']"
8369,"['bread', 'horseradish', 'cheese', 'chiles', 'strips']"
8370,"['pepper', 'essence', 'nut', 'rice', 'seeds', 'tofu', 'parsley', 'oil']"
8371,"['milder', 'pit', 'pastry', 'juice', 'chilies', 'moons', 'butter']"
8372,"['seed', 'chile', 'butter']"
8373,"['vodka', 'works', 'rounds', 'onion', 'peel', 'yeast', 'ginger']"
8374,"['sausage', 'water', 'onions', 'walnuts', 'garlic', 'pepper', 'shortening']"
8375,"['eggplants', 'shallots', 'stock']"
8376,"['ghee', 'cabbage']"
8377,"['oil', 'orange', 'bacon']"
8378,"['lime', 'pasta', 'pepper']"
8379,"['crystals', 'adobo', 'whiskey', 'pepper', 'seed', 'carrot']"
8380,"['ground', 'syrup', 'flour', 'store', 'broth', 'strawberries']"
8381,"['crust', 'salt', 'garlic', 'sugar']"
8382,"['rice', 'lime', 'arugula', 'ham', 'cider', 'bacon']"
8383,"['florets', 'cream', 'leaves', 'coriander', 'custard', 'bread', 'steak']"
8384,"['organic', 'spray', 'vinegar']"
8385,"['pickles', 'peel']"
8386,"['mayonnaise', 'slices', 'steak']"
8387,"['sprig', 'capsicums', 'sauce', 'vinegar', 'salsa']"
8388,"['chilies', 'juice', 'thighs']"
8389,"['salt', 'parsley', 'yeast', 'garlic', 'stock']"
8390,"['chilies', 'zest', 'spinach', 'pod', 'quinoa', 'flavor', 'pepper']"
8391,"['beans', 'pepper', 'packages', 'slices', 'gum']"
8392,"['oil', 'skin', 'mace']"
8393,"['coffee', 'cream', 'shells']"
8394,"['sauce', 'brand']"
8395,"['sausage', 'pasta', 'apricots', 'cayenne', 'sprigs', 'wrappers', 'lettuce', 'paste']"
8396,"['sake', 'cube', 'chips', 'pasta', 'coriander', 'crouton', 'chives']"
8397,"['buttermilk', 'fiber', 'slices', 'dates', 'nuts', 'sauce']"
8398,['salt']
8399,"['oil', 'cheese', 'pork', 'chunks']"
8400,"['sauce', 'oil', 'pepper', 'bowtie', 'tarragon', 'parts', 'beans']"
8401,"['apricot', 'cubes', 'turmeric', 'onions', 'dill', 'beans', 'rice']"
8402,"['peel', 'sugar', 'fillets']"
8403,"['cream', 'water', 'peas', 'olive']"
8404,"['leaves', 'allspice', 'juice', 'half', 'paste', 'confectionerssugar', 'mango']"
8405,"['lettuce', 'vermicelli', 'mix', 'yeast', 'crabmeat', 'flakes']"
8406,"['crosswise', 'sugar', 'cob', 'orange', 'salt', 'pepper', 'slices']"
8407,"['sauce', 'water', 'milk', 'soda', 'beef', 'spaghetti']"
8408,"['rum', 'copha', 'hearts', 'sausage', 'chile', 'meatball', 'soda']"
8409,"['calvados', 'chili', 'pods', 'cheese', 'water', 'siracha', 'cream']"
8410,"['raspberry', 'dressing', 'oil', 'sauce', 'syrup', 'lettuce']"
8411,"['soup', 'barley']"
8412,"['fat', 'seeds', 'oil']"
8413,"['store', 'cucumber', 'cheese']"
8414,"['half', 'cheese', 'spinach', 'bread', 'sauce', 'water', 'onion']"
8415,"['broth', 'chives', 'rice', 'curry', 'pepper', 'butter', 'choice']"
8416,"['salsa', 'bulgur', 'turmeric', 'spinach', 'bulgula', 'pepper']"
8417,"['parts', 'wine', 'leaves', 'chilies']"
8418,"['apples', 'tarragon', 'honey']"
8419,"['berry', 'size', 'rump', 'lbs', 'cream']"
8420,"['water', 'pretzels', 'orange', 'squashes', 'florets', 'peel', 'sultanas']"
8421,"['ladyfingers', 'seeds', 'dough', 'orange', 'shoots', 'cheese']"
8422,"['croissants', 'seeds', 'beef', 'vinegar', 'sauce', 'apples', 'peppercorns', 'jam']"
8423,"['sauce', 'chocolate', 'cocoa']"
8424,"['olives', 'sauce', 'teas', 'milk', 'halves', 'chunks', 'basil']"
8425,"['pasta', 'olives', 'bouillon', 'rum', 'flakes', 'coffee']"
8426,"['oil', 'cheese', 'protein']"
8427,"['seeds', 'vinaigrette', 'onions']"
8428,"['seed', 'cherries', 'steak', 'seeds', 'paprika', 'radishes', 'noodles']"
8429,"['sauce', 'peas', 'vegetables', 'rice', 'stick', 'mace']"
8430,"['pistachios', 'sausage', 'vinegar', 'choy']"
8431,"['radishes', 'paprika', 'slices', 'lengths', 'sugar']"
8432,"['skirt', 'syrup', 'adobo', 'rice', 'peas']"
8433,"['meat', 'herbs', 'parsley', 'monkfish', 'liquid']"
8434,"['liking', 'flour', 'broth']"
8435,"['meat', 'dashi', 'mushrooms', 'water']"
8436,"['almonds', 'butter', 'apple', 'blend', 'wings', 'fraiche']"
8437,"['cauliflower', 'sauce', 'tortillas', 'oil']"
8438,"['syrup', 'tomatoes', 'seeds', 'hass', 'chilies', 'yogurt']"
8439,"['cheese', 'honey', 'rice', 'root']"
8440,"['cheese', 'water', 'wedges', 'meat']"
8441,"['seeds', 'lengthwise', 'jam', 'cubes', 'chard', 'peppers']"
8442,"['extract', 'pepper', 'chestnut']"
8443,"['onion', 'bread', 'herb', 'cheese']"
8444,"['half', 'miso']"
8445,"['fraiche', 'juice', 'cocoa']"
8446,"['pods', 'squares', 'cheese', 'halves', 'sauce', 'oats']"
8447,"['garni', 'orzo', 'provence', 'basil', 'chilies', 'salami', 'strawberry']"
8448,"['broth', 'grape', 'pound', 'coriander', 'cube', 'salt', 'sprigs']"
8449,"['tamari', 'yoghurt', 'orange']"
8450,"['onion', 'noodles', 'marjoram', 'crust']"
8451,"['sodium', 'wine', 'cubes']"
8452,"['soup', 'syrup']"
8453,"['cheese', 'apple', 'pepper', 'mango', 'sauce']"
8454,"['half', 'jalapeno', 'vinegar']"
8455,"['soup', 'tomatoes', 'olives', 'cheese', 'cranberries']"
8456,"['cheese', 'essence', 'eggplants', 'chile']"
8457,"['chili', 'parsnip', 'tomato']"
8458,"['mushrooms', 'cubes', 'pesto']"
8459,"['coriander', 'sultana', 'vinegar', 'sugar', 'raisins', 'fennel', 'beef']"
8460,"['pepper', 'part', 'asparagus', 'carrot', 'ground', 'cheese', 'cinnamon']"
8461,"['bread', 'roni', 'vinegar', 'onions', 'meat', 'raspberries']"
8462,"['breadcrumbs', 'poblanos', 'tops', 'lettuce', 'flakes', 'cloves', 'cheese', 'sauce']"
8463,"['leg', 'mustard', 'tenderloin', 'seeds', 'currants']"
8464,"['potatoes', 'broth', 'jar', 'marjoram']"
8465,"['sausage', 'onion']"
8466,"['hand', 'rub', 'juice', 'cream', 'cornstarch', 'peanuts', 'chilies', 'chunky']"
8467,"['kg', 'onions', 'hamburger', 'capsicum', 'brisket', 'sauce']"
8468,"['chile', 'paprika', 'cheese', 'fig', 'peas']"
8469,"['quinoa', 'water']"
8470,"['peel', 'macaroni', 'orange', 'milk', 'beef']"
8471,"['sauce', 'tomatoes', 'pepper', 'corn', 'beans', 'cauliflower']"
8472,"['butter', 'potato', 'chili', 'eggplant']"
8473,"['bread', 'cheese', 'blueberries', 'cream', 'lettuce', 'water']"
8474,"['crumbs', 'mushrooms', 'beef', 'mustard', 'onion']"
8475,"['tenderloin', 'half', 'directions', 'cube', 'sauce', 'sherry', 'chilies', 'spinach']"
8476,"['spice', 'vanilla', 'margarine', 'meat', 'mustard']"
8477,"['lemongrass', 'cornflour', 'cans', 'spareribs', 'tarragon', 'springs', 'part', 'crumbs', 'rice']"
8478,"['wine', 'olives', 'mango', 'tenderloins']"
8479,"['cheese', 'syrup', 'juice', 'basil']"
8480,"['rice', 'rib', 'cabbage', 'carrots', 'cheese']"
8481,"['vinegar', 'bay', 'rib', 'tortellini']"
8482,"['onion', 'rice', 'box', 'cheese']"
8483,"['vegetable', 'paste', 'onion', 'beer', 'c', 'tomatoes', 'cheese', 'strand']"
8484,"['leaf', 'leaves', 'flour', 'salami']"
8485,"['stuffing', 'cubes', 'vegetables', 'parsnips', 'oil']"
8486,"['pear', 'barley', 'tofu', 'dressing', 'corn', 'lettuce']"
8487,"['chilies', 'olives']"
8488,"['food', 'pepper', 'tenderloin', 'juice']"
8489,"['cubes', 'macaroni', 'squares', 'chunks', 'half', 'halves']"
8490,"['clove', 'pepper', 'mushrooms']"
8491,"['kernels', 'dates', 'peach', 'raisins', 'poundcake', 'juice', 'peppercorns']"
8492,"['meat', 'shallots', 'cheese', 'portabella', 'pepper', 'pecans', 'allspice']"
8493,"['fish', 'chili', 'prawns', 'chunks', 'dressing', 'coriander']"
8494,"['cheese', 'pasta', 'pepperoni', 'weed', 'packages']"
8495,"['seeds', 'tomatoes', 'mango', 'cream', 'flour']"
8496,"['greys', 'cardamom', 'mix', 'butter', 'paste', 'wine', 'cream']"
8497,"['extract', 'stock', 'soup', 'marjoram', 'pasta', 'round']"
8498,"['tofu', 'pastry', 'seed', 'dill', 'sauce']"
8499,"['garlic', 'honey', 'cocoa', 'seeds', 'beans', 'brandy', 'savory', 'wine']"
8500,"['cheese', 'mushroom', 'butter']"
8501,"['potatoes', 'cheese', 'cutlets', 'strips']"
8502,"['tortilla', 'apricots', 'sheet', 'wine']"
8503,"['tomato', 'sugar', 'rice', 'rum', 'chilies', 'peppercorns']"
8504,"['sauce', 'fillets', 'greens', 'green', 'tahini', 'instructions', 'fresco']"
8505,"['mix', 'cornflour', 'steak']"
8506,"['oats', 'milk', 'cutlets', 'spaghetti']"
8507,"['meat', 'juice', 'protein', 'oelek', 'tomato']"
8508,"['cornflour', 'figs', 'salsa', 'sauce', 'strands']"
8509,"['catsup', 'potatoes', 'rum', 'butter', 'dice', 'chillies', 'pepper', 'leek']"
8510,"['beef', 'sauce', 'oil', 'pepper']"
8511,"['cheese', 'gnocchi', 'fish', 'flakes']"
8512,"['fish', 'salt']"
8513,"['pepper', 'oil', 'vinegar', 'seed']"
8514,['substitute']
