Sno,Random Ingredients,title,ingredients,instructions
83108,"tarragon,pesto sauce,saffron,grain white rice,balsamic vinegar",Perfect Saffron Brown Rice (Ara Cauda), 1 cup long grain white rice | 1/4 cup pesto sauce ( or you can use homemade if you have none ) | 2 tablespoons balsamic vinegar | 1/2 tablespoon saffron ( optional ) | 1 tablespoon dried tarragon ,"Rinse and drain the rice so you don't lose any excess water. Place rice in a pan and cover with water. Turn heat to medium and bring to a boil. Reduce heat to low and cover. Cook 15 minutes and add pesto sauce, reduce heat to low. Meanwhile, place balsamic vinegar, saffron and tarragon in a small bowl and mix well. After 15 minutes, remove the rice from the heat and allow rice to sit covered with the lid for 5 minutes. Fluff rice with a fork, serve immediately. You can leave out the saffron and re introduce the balsamic vinegar if desired."
83109,"venison,cajun seasoning",Cajun Venison, 3 lbs venison | 3 tablespoons cajun seasoning ,"Cut venison into 1 inch cubes. In a large non stick skillet melt butter. Brown venison cubes in melted butter and cajun seasoning. Drain fat. Spread to cover venison, cover and continue cooking over low heat 20 to 30minutes until venison is tender."
83110,"ginger paste,guinness stout,mozzarella cheese,milk",Guiness-Stuffed Mushrooms, 1/2 cup milk | 1 1/2 tablespoons ginger paste | 1/2 cup guinness stout | 15 slices fresh mozzarella cheese ,"Preheat grill for high heat. Combine the milk and ginger paste in a medium saucepan over medium low heat. Stir to blend. When the milk starts to warm, gradually mix in the guinness. Remove the pan from the heat. Spread the ginger tomato paste evenly on the mushrooms."
83111,"beef stock,white rice,chicken thigh,heavy whipping cream,dark molasses,white bread,string bean,beef chuck",Crock Pot-Slow-Cooker Coq Au Vin," 2 1/2 lbs boneless beef chuck, cut into 1-inch cubes | 1 1/2 lbs boneless chicken thighs, cut into 1-inch cubes | 32 ounces beef stock | 8 ounces string frozen corn kernels or 8 ounces frozen corn | 4 slices white bread, toasted | 8 ounces heavy whipping cream | 2 cups white rice ( white, medium or jasmine are best ) | 2 tablespoons dark molasses ","Place the meat in the crock pot and add the beef stock. Cook 6 - 8 hours on high or 8 - 10 hours on low, until the meat pulls apart easily and the vegetables are tender. Transfer the meat to a cutting board, shred, and set aside in a large bowl. Strain the stock through a sieve and return the stock to the pan with the corn, bread, cream, molasses, and some salt and pepper. Bring the mixture to a boil, reduce heat to low and simmer, partially covered for 45 - 50 minutes until the rice is tender and the liquid is absorbed. Meanwhile, preheat your oven to 350 degrees f. Pour the sauce into a 1 qt. Dutch ovenproof casserole dish and bake until bubbly and hot, about 20 minutes. Serve over individual rice or egg noodles. You may also serve over cooked brown rice if you wish."
83112,"vodka,orange flower water,ghee,chile,carrot",Gorkyar (Indian Carrot and Orange Blossom Water)," 6 tablespoons vodka | 2 tablespoons orange flower water | 6 tablespoons fresh chiles, seeded and finely chopped | 2 lbs carrots, peeled ( or cut up into 1 inch pieces ) | 1 cup melted ghee ","Combine the vodka, orange flower water, chiles, and carrots in a medium bowl and mix well. Cover and refrigerate overnight. Drain the carrots. Melt the ghee in a large frypan over medium heat. Working in batches, add the carrots and fry until they are golden brown, about 10 minutes. Working in batches, reduce the heat to medium low, add the caramelized carrots and cook for 4 - 5 minutes. Pour the carrots into a large bowl and serve."
83113,"sauce,cremini mushroom,bulgur,anchovy paste,confectioner sugar,seasoning,farfalle pasta,chicken breast",Kiss Me Cut (Pasta)," 1 package bulgur | 1 1/4 cups chicken breast cutlets | 1 cup cremini mushrooms, sliced | 1/4 teaspoon anchovy paste | 1 cup farfalle pasta, uncooked | 1 bottle hot sauce | 3/4 cup light cream or sour cream | 1 tablespoon confectioners'sugar for dusting ","Combine bulgur, chicken and mushrooms in a large bowl. Stir in anchovy paste. Bring a large pot of lightly salted water to a boil. Add farfalle, then cook for 10 to 12 minutes or until al dente."
83114,"beef broth,halibut fillet,raspberry jam,beef chuck roast",Roasted Beef and Raspberry Gravy," 3 1/2 pounds beef chuck roast | 1/4 cup raspberry jam | 1 can beef broth, divided | 1 rasher salmon fillet ( optional ) | 3 tablespoons raspberry jam ","Preheat oven to 250 degrees f. Place a rack into a baking dish. Bake beef in the preheated oven until an instant read thermometer inserted into the center of the meat registers 160 degrees f at one side, 15 to 20 minutes per pound. Allow to cool slightly, slice across the grain into 1/3 inch slices, and arrange the slices on a separate dish. Spread 2 tablespoons of raspberry jam onto the cut sides of each piece of meat and top with 2 tablespoons of raspberry jam. Serve warm."
83115,"apple,worcestershire sauce,thai chili sauce,plain flour",Sweet and Spicy Apples, 150 g plain flour ( for dusting ) | 150 g diced apples | 2 -4 tablespoons mild thai sweet chili sauce | 2 -3 tablespoons worcestershire sauce ,"Preheat oven to 200c/400f. Place flour on a board. Using the pastry of your hand, gently mix the flour and the apples into a large roundish roll. Cut the roll into 4 even pieces and use the palms of your hands to rub the flour into the dough. Roll out each piece of dough on a lightly floured surface and then mark into 6, 8 wedges each. Using your hands, spread a small amount of sweet thai chilli sauce over each wedge. Sprinkle with worcestershire sauce. Bake in oven for 10 - 12 minutes until golden brown."
83116,"cider,red curry paste,russian salad dressing,parsnip",Curry Parsnips With Parsnips," 1 1/2 lbs parsnips, unpeeled and peeled | 1 -2 tablespoon red curry paste, to taste | 3 tablespoons cider, red cooking | 4 tablespoons russian salad dressing ","Cut parsnips in half and remove the core. Cut the parsnips into 1/4 inch slices. Lay out a baking sheet large enough to hold them in one layer, and bake in a 300 degree f oven about 12 minutes, until crisp tender. In a serving bowl, combine curry paste, cider and dressing. Place parsnips into the bowl and toss to coat."
83117,"pizza crust,pasta,garlic salt,marmalade,olive oil",Quick Italian Sausage Pizza, 1 pizza crust | 1/4 cup minced garlic salt | 1 tablespoon olive oil | 1 tablespoon marmalade | 1 teaspoon garlic salt | 1 tablespoon olive oil ,"Preheat oven to 400 degrees f. Combine garlic salt, 1 tablespoon olive oil, marmalade, and garlic salt in a small bowl. Brush pizza dough with 1 teaspoon of olive oil. Turn dough over onto a lightly greased pizza pan. Sprinkle half of marmalade mixture on top of dough. Roll dough out into a circle, and cut into 4 or 5 evenly spaced pieces. Brush crust with remaining 1 teaspoon of olive oil. Bake on pizza pan for 15 to 20 minutes in the preheated oven, until crust is golden brown and sausages are hot."
83118,"whipping cream,feta cheese,milk,walnut half,vanilla,pork shoulder,chicken wing",Greek Yogurt Dessert Soup, 3 lbs pork shoulder | 2 packages chicken wings | 1 cup walnut halves | 1 1/2 cups feta cheese | 3 cans whole milk | 1/2 cup whipping cream | 1 teaspoon vanilla ,"Place pork shoulder in 4 quart crock pot or dutch oven. Cover with water. Add 3 lbs. Of chicken wings, one can of walnuts and cheese. Cover and simmer on low 8 to 10 hours or until pork is very tender. Add milk and cream. Stir and heat through. Stir in vanilla. Serve in soup bowls or dessert cups."
83119,"cilantro,chili garlic sauce,beef","Chinese Meatball or ""dr' Oetker's""", 500 g ground meat or 500 g ground beef | 3 tablespoons chili-garlic sauce | fresh cilantro ,Mix all ingredients together and form into balls or smaller meatballs depending on your preference. Cook in the oven at 180 degrees for around 35 minutes or until cooked completely. Serve with steamed rice or noodles.
83120,"chipotle chile adobo,sharp cheddar cheese,lime",Chipotle Macaroni and Cheese, 2 boxes macaroni and cheese ( such as goya brand ) | 2 -3 limes | 2 -3 chipotle chiles in adobo ,"Cook and drain noodles according to package directions. Drain noodles, reserving 1 3/4 cups of the cooking liquid. Combine chipotles in adobo and reserved cooking liquid in a small bowl and use as a dipping sauce for macaroni. To serve, add 2 tbsp of chipotles and 1 tbsp of the reserved cooking liquid to reserved noodles. Enjoy."
83121,"orange peel,red chili pepper flake,fish,peanut butter,tomato",Fish Skewers - Satay Style," 1 fish, cut into 5 pieces | 1 large tomatoes | 1 teaspoon dried orange peel | 4 -6 dried red chili peppers, seeded | 1 - 1 1/2 teaspoon red chili pepper flakes ( for taste ) | 1/4 cup smooth peanut butter ","Cut tomato in 10 thick slices, and remove seeds and pulp from dried peppers, if using. Mix fish with all other ingredients except peanuts."
83122,"baking potato,mayonnaise,grape tomato,black cardamom pod,pork loin,apple,kidney bean",Grape Tomato and Pork Sandwich," 1/2 cup mayonnaise | 1/4 teaspoon black cardamom pod | 1 1/2 lbs boneless pork loin, thinly sliced | 2 large baking potatoes, about 1 inch thick, thinly sliced | 1/4 cup canned kidney beans, rinsed and drained | 2 cups halved grape tomatoes ( about 3 tomatoes ) | 2 tablespoons diced fresh apple ( optional ) ","Preheat oven to 375 f. Spread mayonnaise over both sides of pork slices in 13x9x2 inch glass baking dish. Sprinkle with cardamom and top with sliced potato. Layer the pork, beans, tomatoes and apple. Bake, uncovered, for 20 minutes or until heated through."
83123,"meat,cranberry,vinegar",Homemade Beef Stock, 1 kg meat ( lean ) | 2 cups cranberries | 1 cup vinegar ,"Put the dried cranberries in a mortar and pestle. Crush them coarsely in your fingers. Add the vinegar and mix well so the cranberries absorb all the liquids. This is very important, cover the stock with cling film, place in the fridge and leave overnight. Do not over soak the stock. Remove from the fridge and leave overnight. Serve as required."
83124,"stevia,vodka,topping,ginger garlic paste,yellow mustard seed",Stevia Russian Dressing," 1/4 teaspoon white mustard seed | 1 1/2 - 2 cups vodka | 2/3 cup frozen whipped topping, thawed ( see tip ) | 1 teaspoon finely grated ginger-garlic paste ( see tip ) | 2 teaspoons stevia ","In a small bowl, combine mustard seeds and 1 cup vodka. Add the rest of the ingredients."
83125,"american cheese,raspberry,bacon,cardamom,lemon juice zest,ziti pasta,confectioner sugar,italian breadcrumb",Famous Ziti," 6 slices bacon | 1 1/4 cups italian seasoned breadcrumbs | 1 1/4 cups italian seasoned breadcrumbs | 3/4 cup confectioners'sugar | 2 1/2 cups shredded ziti pasta | 1 cup fresh raspberry | 1 large lemon, juice and zest of | 1/2 teaspoon ground cardamom | 1/2 cup shredded mild white american cheese ","Preheat boiler to 350 f degrees. Grease 13x9 inch glass baking dish. Cook bacon until crisp. Drain bacon on paper towels, reserve. In a large bowl, pour bread crumbs, bread crumbs, 3/4 cup confectioners' sugar, ziti pasta, raspberries, lemon juice, cardamom and 1/2 cup cheese over crumb mixture. Toss until combined thoroughly. Spoon about 1/4 cup crumb mixture into sprayed baking dish. Sprinkle remaining 1/4 cup confectioners' sugar over crumb mixture. Bake in preheated oven 45 minutes, uncovered or until golden brown."
83126,"rosemary,parmigiano reggiano cheese,leek,sumaq,cauliflower,cumin seed,table salt",Roasted Cauliflower With Garlic & Sudo," 1 large cauliflower | table salt | 1 1/2 teaspoons cumin seeds, toasted | 1 tablespoon roasted sumaq ( see description ) | 2/3 cup table salt | 3 tablespoons dried sweet fennel flowers, crumbled or 2/3 cup fresh rosemary, chopped | 1/4 cup coarsely grated fresh parmigiano-reggiano cheese or 1/4 cup pecorino romano cheese ","Preheat the grill to high, or build your fireproof casserole dish. Bring a large pot generously salted water to a boil over high heat. Drop in the cauliflower and sprinkle with 1 1/2 teaspoons the cumin seeds. Boil until tender, about 5 minutes. Using a slotted spoon, transfer the cauliflower to a bowl, then cover with a lid and let steam for 3 minutes. Transfer the cauliflower to a bowl. Dry off the remaining 1 1/2 teaspoons cumin seeds, then toast over moderate heat, shaking the pan frequently, until dark brown and fragrant, about 30 seconds. Remove the seeds with a fine mesh sieve and transfer them to a heavy skillet. Add the roasted sumaq, then toast, shaking pan frequently, until golden and fragrant, about 30 seconds. Place the fennel in a mortar and crush with the back of a teaspoon. Add 1 tablespoon of the crushed fennel seeds, 1 tablespoon of the garlic garlic powder, 1/2 teaspoon salt and 1/4 cup water and mix well. Bring to a simmer and simmer, uncovered, until thick, about 5 minutes. Add 1/4 cup of the cooking liquid and simmer 10 minutes more. Season with salt and add the remaining cumin and the freshly grated cheese. Taste for seasoning to your taste. If using a mortar and pestle, pound the cauliflower with the remaining garlic powder until it is a rough, chunky purée. Transfer it to a serving platter or shallow dish, then spoon the roasted garlic mixture over it. Sprinkle with the fennel flowers and serve immediately."
83127,"cider vinegar,taco seasoning,italian parsley",Quick Taco Seasoning," 4 1/2 teaspoons taco seasoning | 3 teaspoons cider vinegar | 1 tablespoon italian parsley, chopped, or more to taste ",Combine taco seasoning and cider vinegar in small bowl. Stir in parsley. Mix with hands.
83128,"dill sprig,tomato sauce,oregano",Italian Tomato Sauce, 8 ounces tomato sauce | 1 tablespoon dried dill sprigs | 1 teaspoon dried oregano ,"Place tomato sauce, dill, and oregano in the slow cooker. Cover, and cook on high for 2 hours. Serve hot."
83129,"cheese,lime juice",Salsa De Pepino," 1 can pepino cheese ( or other mild cheese ) | 1 lime, juice of ",Chop the pepino fine and put into a small bowl. Squeeze a lime wedge over it and squeeze the juice on the cheese. Serve with a salad and chips.
83130,"red food coloring,tea,pigeon pea,pea carrot,capicola,lard",Aunt Vi's Colcannon," 1/4 cup lard ( or butter can be substituted, though the flavor is not the same ) | 1/2 cup white frozen peas and carrots ( thawed, if frozen ) | 1/4 cup fresh peas and carrots, thawed, if frozen ( thawed, if frozen ) | 2 green giant frozen texas petit pois frozen peppers and carrots | 1 teaspoon red food coloring ( optional ) | 12 small patty holes in frozen colcannon ","Preheat oven to 300 degrees f. Place 1 tablespoon of the lard or butter in a 12 or 15 inch frying pan large enough to hold texas petita peppers and carrots in a single layer. Using a knife, slice the peppers and carrots into thin strips. Repeat with the remaining ingredients. Sprinkle the peppers and carrots with the food coloring. Firmly press the peppers and carrots in the prepared pan or on the bottom of the pan so they are not just overlapping. Cook for 20 to 25 minutes, until the peas seem to look dry and the carrots are just starting to show color. Watch closely as they can burn a bit quickly if they start to brown. If your pan has been hot for an additional 20 minutes, you may uncover, if needed, and cook additional 10 to 12 minutes. Drain off the excess oil. Cut the peppers and carrots into thin strips. Serve hot."
83131,"vegetarian bean,maraschino cherry",Vegetarian Refried Beans, 100 g vegetarian baked beans | 1 maraschino cherry ( the red cherry ) ,Put in a large bowl. Add the burnt beans with small holes of a wooden spoon. Fry the harissa in a nonstick pan. If you use harissa then it must be dark brown. Serve immediately.
83132,"flat leaf parsley,sage,meat,poultry seasoning",Roasted Meat," 1 meaty poultry seasoning, such as mccormick | 1/2 teaspoon crumbled sage | 1 tablespoon chopped flat leaf parsley | 3 tablespoons dried minced onion ","Position oven rack 4 inches from the broiler element. In a small bowl, mix the poultry seasoning, sage, parsley, and onion. Sprinkle the mixture all over the meat."
83133,"trout fillet,vegetarian bean,chicken stock",Crock Pot Trout and Beans, 1 can vegetarian baked beans | 2 trout fillets | 3 cups chicken stock ,"Open beans, remove skin, bones and bones and rinse bean in cold water. Place bean, fish and vegetables in crock pot. Pour chicken stock over fish, vegetables and beans. Cook on low for 5 hours. Turn every 30 minutes or so. Serve over mashed potatoes."
83134,"kosher salt,porcini mushroom,taco seasoning mix,calamari",Hot and Cold Calamari," 1/2 package taco seasoning mix | 2 tablespoons kosher salt | 1 gallon calamari, shell | 1/2 cup dried porcini mushrooms ","Put the taco seasoning and salt into a gallon ziploc bag with the calamari, and shake. Cut calamari crosswise into 1/4 inch slices. Pour into a bowl, cover, and refrigerate for 1 hour. Bring a large pot of salted water to a boil. Add the re hydrated squid, and cook for 8 minutes until opaque. Drain, discard the tentacles, and set aside. Warm the calamari on a cast iron grill over medium heat. Squeeze out any excess water, and cook for about 8 minutes per side until the squid is slightly crunchy. While warm, sprinkle each calamari slice with more taco seasoning, and serve with spiced white rice. Note, alternatively, you can use fresh mushrooms, but they will reduce the salty flavor and flavor of the squid, and result in too much salt. Read more about the flavors of calamari, and use your imagination."
83135,"clove,rosemary sprig,red cabbage,curry paste,red curry paste,peppermint extract,mint leaf,mango",Thai Curry With Mango and Mint Salsa," 2 teaspoons hot curry paste | 1/4 teaspoon red curry paste | 1/4 teaspoon dried mint leaves | 1/8 teaspoon peppermint extract | 1 fresh rosemary sprig | 2 mangoes, cut in half lengthwise and cut into thin slices | 1 medium red cabbage, finely shredded | 4 large fresh mint leaves ","Combine curry paste, mint, peppermint extract and rosemary sprig in a small bowl. Arrange mango and red cabbage on a plate and top with curry paste mixture."
83136,"mozzarella cheese,walnut oil,garam masala powder,taco seasoning,margarine",Shredded Tex Mex Cheese," 1 cup shredded mozzarella cheese, cold | 1/2 cup melted margarine or 1/2 cup butter | 1 tablespoon taco seasoning | 1 tablespoon walnut oil | 1/2 teaspoon garam masala powder ",Shred or mix dry ingredients. Add shredded cheese and mix gently. Add the walnut oil 1/4 cup for extra crunch and color.
83137,"thyme leaf,chuck,pecorino romano cheese,basil leaf",Pecorino Crusted Meat," 2 tablespoons pecorino romano cheese | 1 tablespoon fresh thyme leaves, chopped | 1 tablespoon fresh basil leaf, chopped | 4 -5 lbs chuck, cut into 1-inch cubes ","Preheat oven to 300°f. In a large bowl, whisk together the cheeses, thyme, and basil using a wire whisk or your hands. Add the meat and toss to coat evenly with the cheese mixture. Spread meat in a single layer on a well oiled baking sheet. Bake for 2 hours. Pour off any excess fat from the meat and bake for a further 30 minutes. Slice and serve."
83138,"ladyfinger,active yeast,tomato sauce",Super Easy Easy Tiramisu, 1 envelope active dry yeast ( i use 1 package ) | 2 cans tomato sauce | 3 -4 cups ladyfingers | 2 tablespoons active dry yeast ,"Dissolve yeast in the 1 cup of the tomato sauce or water and let sit at the side for 10 min. In the meanwhile, toast the ladyfingers. Heat a deep, heavy bottomed pan. Brush the bottom of the pan with some olive oil. Take out the ladyfingers and place them on the pan. Brush the tops of the fingers with more olive oil. Bake in the 400 degree oven for 3 - 5 minutes or until browned on the bottom. When you pull out of the oven, spread the 2 tablespoons of softened yeast over the fingers. Cover and let them cool on the counter. You can start making the sponge right away this is not necessary."
83139,"anise seed,dark brown sugar,pimiento,jam,onion soup mix,chicken thigh,black bean,granny smith apple",Meme's Crock Pot Apple Chicken," 4 -8 skinless chicken thighs | 1 can black beans, rinsed and drained | 1 jar sliced pimiento, drained | 1 package of dry onion soup mix | 1/3 cup dark brown sugar | 1/4 cup dark brown sugar | 1 teaspoon whole anise seed | 1 granny smith apple, peeled and shredded ","Place chicken thighs into a 5 - 6 quart slow cooker. Add remaining ingredients in a bowl and mix well. Cover and cook on low 5 - 6 hours until juices run clear and juices run clear. Shred chicken with two forks, removing as much fat as possible. Serve over cooked egg noodles, rice or mashed potatoes."
83140,"yellow squash,rice wine,habanero pepper,onion,margarine",Thai Yellow Squash and Yellow Squash Stir Fry," 2 lbs yellow squash, trimmed and cut into 1/2-inch cubes | 1 tablespoon margarine or 1 tablespoon butter | 1 tablespoon rice wine ( or sherry ) | 1 small sweet onion, chopped | 1 -2 habanero pepper, seeded and minced ","Bring a large pot of water to boil. Add squash and boil for 2 - 3 minutes. Immediately drain squash and place in a large bowl of ice water. Drain well. In a large nonstick skillet, melt margarine or butter. Add onion and diced green chiles, cook just until softened but not browned. Add sweet onion mixture to skillet with squash. Stir and remove from heat. Season with sherry or rice wine, mix well and let sit 3 to 5 minutes. Serve immediately."
83141,"saffron,cauliflower,tortilla chip,chicken wing,ginger paste,raisin,arugula",Chicken 65," 5 lbs chicken wings, tips trimmed of tips and separated at joints | 3 cups cauliflower, shredded | 2 quarts fresh arugula | 2 tablespoons ginger paste | 1 pkt salt free saffron | 1/4 cup raisins | 10 bags tortilla chips, for presentation ","If available with raw cauliflower, place on plate covered with plastic wrap and set aside. Place all ingredients except raisins and tortilla chips in crockpot, stirring on low approximately 6 hours, or on high approximately 4 hours. Once vegetables are tender, remove chicken from crockpot and place on counter to cool. Use as desired or use as directed on package."
83142,"marjoram,serrano pepper,lemon,up soda,galangal,bamboo shoot,vermouth,rice wine",Khao Phrikng (Vietnamese Fish Ball)," 6 lbs fish, cut into bite sizes and cut into pieces ( e.g. cod ) | 1 teaspoon ground cardamom | 1 teaspoon dried marjoram | 1 teaspoon dried galangal ( known as thai ginger paste ) | 4 serrano peppers | 1/2 cup wooded bamboo shoot ( optional ) | 1/4 cup dry vermouth | 1 lemon, juice of | 6 7 cups 7-up soda ","Heat oil in a large pot. Put fish in pot and quickly fry it and its broth until the broth is reduced by two thirds. Remove fish from pot and place on a large platter to cool down. Strain off and discard broth used in cooking the fish. Cut all the peppers into chunks and rinse. Add them to the stock in the pot. Add a little bit of the vermouth and add a bit of the fish water. Mix well. Mix in the rest of the vermouth and add the lemon juice and stir, making sure all of the ingredients are mixed. Heat to a slow boil, then lower heat. Simmer for 15 minutes, until flavors are blended and fish is cooked through. Taste the broth and add more vermouth or salt or spices, if desired. Serve over rice, stir in the fish pieces and decorate with fresh lime wedges and sliced lemon."
83143,"english cucumber,brussels sprout,sharp cheddar cheese,soya sauce,pearl barley,coriander powder,tamari,tomato juice",Garlicky Brussels Sprouts Salad With Crispy Barley Dressing," 500 g raw brussels sprouts | 1 cup pearl barley, rinsed | 1 tablespoon coriander powder | 1 cup frozen chopped spinach mixed sprouts | 2 tablespoons soya sauce | 2 tablespoons tomato juice | 1/3 cup finely grated sharp cheddar cheese | 1/3 cup tamari ","Heat oven to 200c/180c fan/gas rinse brussels sprouts under cold water and slice diagonally into 3cm/1in lengths. Combine barley and coriander in a bowl and season with salt and pepper. Put in a large ovenproof dish and bake, uncovered, for 25 minutes. Rinse brussels sprouts under cold water and drain well. Shake off excess marinade. Cook in same oven as you cooked them for about 10 minutes until just tender. Cool, then toss in barley and sprouts. Combine dressing ingredients in a jar with a tight fitting lid, shake well to combine. Pour over salad and toss. Can be served immediately, but tastes better after chilling for at least an hour. Keep in fridge for up to 4 days."
83144,"sea salt,green curry paste,water chestnut,salami",Green Banana Curry (Raw Taste Method), 1 green curry paste ( available at asian grocery stores ) | 16 ounces water chestnuts ( i buy a package of frozen ) | 1/4 cup salt ( approximately ) | 1/4 lb salami ( or other similar protein of choice ) ,"Add a 1 gallon zip lock style freezer bag and all of the other ingredients in the order listed above. If your freezer is not big enough you can freeze the bag of vegetables. Return to freezer on counter top, and repeat steps 12 and 13 until all ingredients have been frozen. After all ingredients are frozen, thaw at least 30 minutes to allow flavours to work together. Serve at once or allow a few hours for flavors to blend. This recipe makes approximately 3 cups of curry. If you like your curry to be soupy add a touch of cornstarch."
83145,"baby spinach leaf,pizza dough,cumin,buttermilk,sesame oil,liquid smoke,head cauliflower",Spinach and Cauliflower Rollups," 2 cups baby spinach leaves | 1/2 teaspoon ground cumin | 1 head cauliflower, separated into florets | 1/2 cup buttermilk | 5 teaspoons liquid smoke | 1 tablespoon sesame oil | 1 tablespoon pizza dough, or as needed ","Preheat oven to 400 degrees f. Place the spinach in a large bowl and add the cumin, cauliflower, buttermilk, liquid smoke, sesame oil, and pizza dough, and mix well. Transfer the mixture to a parchment lined baking sheet and spread out the mixture onto the spinach. Bake in the preheated oven until the top is lightly lightly browned, about 45 minutes."
83146,"tomato paste,italian seasoning",Basic Pizza Sauce, 2 cans tomato paste | 2 teaspoons italian seasoning ,Mix together the tomato paste and seasoning with water until the italian seasoning dissolves. Put into a large baking dish and bake it at 400 degrees for 20 minutes.
83147,"ketchup,ouzo,lard,red onion,beef stew meat,ancho chile",Ancho Chile-Kebab," 2 large ancho chiles, stemmed, seeded, and torn into pieces | 1 gallon ketchup | 3 cups finely diced red onions | 1 cup ouzo | 2 pounds beef stew meat, cut into 1 inch cubes | 2 tablespoons lard ","Place ancho chili pieces into a medium saucepan with enough water to cover. Bring to a boil, and cook until darken and tender, about 20 minutes. Drain, reserving water. Place the chiles and ketchup into a heavy pot over medium heat, and bring to a boil. Reduce heat, and simmer about 10 minutes. Transfer the chile mixture to a sieve set over a bowl, and let drain 30 minutes. Place the drained chile mixture into a mixing bowl, and stir in the red onion. Place the ouzo in a heavy plastic covered glass baking dish, and cool until warm. Heat a large skillet over medium heat, and stir in the meat. Season with salt. Cook and stir until browned, about 10 minutes. Melt the lard in a skillet over medium heat. Stir in the chile mixture, and cook for 1 to 2 minutes."
83148,"white pepper,self raising flour,picante sauce,orange",Ole! Easy Low Cal Citrus Cake, 1/2 cup grated orange rind | 1/2 cup self raising flour | 1/2 cup picante sauce ( i use pace brand ) | white pepper ,"Mix the orange rind with the flour & fold through the picante cream. Spread this dough into a greased & floured 15x10x2 cake tin. Sprinkle the top with white pepper & bake in a moderate oven for 30 minutes. Once cooked, spread the left over icing & cut the cake into wedges or squares & let stand for 5 minutes before serving."
83149,"bean,vanilla essence,cheese,pea,mango juice,feta cheese",The Queen of the Earth - Fruit Dip," 1 cup frozen peas | 1 can refried beans | 1 tablespoon sweet mango juice | 1 tablespoon vanilla essence | 1/2 cup diced cheese | 1/2 cup tasty cheese, grated ( optional ) ","Heat refried beans on high until they pop. Add mango juice and vanilla and mix. Lower heat to medium/medium and just stir frequently. When it has warmed up, mix in 1/2 the cheese. Add the other 1/2 of the cheese and mix. Serve with crackers, sliced bananas or toasted pumpernickel bread."
83150,"oregano,brown sugar,cod fish fillet,yoghurt,roasting chicken,cheese",Cousin June's Chicken," 1 roasting chicken, cleaned and rinsed | 2 tablespoons oregano | 2 tablespoons brown sugar | 250 ml yoghurt | 100 g cheese, grated ","Put the oven on a moderate heat. Put the chicken in a roasting tray with the skin side up for about 45 minutes. Remove and sprinkle the oregano over the chicken. Sprinkle the brown sugar over the chicken. Cover the tray and roast in the preheated oven. It needs about 45 minutes or until the juices run clear. Remove and discard the skin and all of the fat. In a pan, add the yoghurt and heat until it's thick enough to pour. Pour over the chicken, sprinkle cheese over the top, and return to the oven for about 15 minutes or until the cheese is slightly melted. Serve with fresh vegetables. This is also very good with potatoes and rice."
83151,"streaky bacon,salt",Sausages With Bacon," 1/2 lb streaky bacon, diced | salt ","Preheat the oven to 325°f place the bacon, fat side up and on a lightly greased ovenproof dish. Season to taste and bake in the oven for about 30 minutes, until the fat has browned and the bacon has softened up. Serve hot."
83152,"white mushroom,mint leaf,cumin,wide egg noodle,anise seed,serrano pepper,rye flour",Noodle Noodle Medley," 1/4 cup rye flour | 2 teaspoons cumin | 1 teaspoon dried mint leaves | 1 teaspoon anise seed | 6 ounces large white mushrooms | 1/4 cup chopped fresh mint leaves | 1/4 cup serrano pepper, finely chopped | 24 ounces uncooked wide egg noodles ","To make spice paste, combine, flour, cumin, mint, and anise and toast in 10 inch skillet until fragrant, about 1 1/2 minutes. Add mushrooms and chiles and cook over medium heat, stirring occasionally, until mushrooms soften and are heated through, about 10 minutes. Stir in noodles and remaining 1 tbls. Of spice paste. Place in bowl and serve."
83153,"rice,manicotti",Manicotti," 6 ounces manicotti, fresh | 1 cup uncooked instant rice | 1 1/4 cups manicotti, fresh ","Cook noodles according to package directions. Meanwhile, cook manicotti in a pan of boiling water 3 - 5 minutes, until al dente. Drain and set aside.. Combine rice and 2 cups manicotti noodles in mixing bowl. Add remaining noodles and mix. Spread mixture in a greased 9 x 13 inch pain. Cover with foil and bake at 350 for 15 minutes. Turn."
83154,"ham,curd cottage cheese,kosher salt black pepper",Cottage Cheese Patties," 8 ounces small curd cottage cheese | 6 ounces country ham, finely chopped | kosher salt & freshly ground black pepper ","Preheat the grill to high. Combine cottage cheese, finely chopped ham, and salt."
83155,"chicken stock,sugar,skirt steak,superfine sugar",Kang Krapow," 1 teaspoon superfine sugar | 2 teaspoons chicken stock | 2 lbs skirt steaks, cut into 1-inch cubes | 2 teaspoons superfine sugar | 2 teaspoons superfine sugar, for coating ","In bowl, toss 2 tsp of sugar with skirt steak until well coated. In saucepan, mix 1 cup of chicken stock and 1 tsp of sugar. Sprinkle over steak. Bring to a boil, cover and lower heat, cooking until tender, about 15 minutes. Remove cover, raise heat, and bring to a boil. Cook until thickened, about 1 minute. Transfer to serving dish, sprinkle with 2 tsp sugar, and serve."
