Sno,Random Ingredients,title,ingredients,instructions
90794,"bread machine yeast,hamburger,squid",Czech Calamari, 1 1/2 cups warm water | 1 1/2 cups bread machine yeast | 1 1/2 pounds squid | 4 pounds hamburger ,"In the bread machine pan put the water, yeast, and hamburger. Add the squid. Mix until the squid is covered by its own juices. Push the dough onto the bread cycle, and check to avoid burning your fingers. It should pull out a little easily. Remove to a warm place to rise until doubled. Grease a large baking tray well. Preheat your oven to 425 degrees f. Cut slits across top of the calamari, and place on the prepared baking tray. Cover tightly with a damp cloth cloth, and let rise in a warm place until doubled. Bake in preheated oven until bread is crusty and deep golden brown, about 25 minutes."
90795,"margarine,walnut oil",Swedish Walnut Oil," 1 cup walnut oil | 1/2 cup margarine, melted ",Mix all ingredients together. Cover and chill for at least 1 hour. Shake bottle with walnut oil every now and again.
90796,"golden raisin,orange liqueur",Golden Nugget's Raisins and Raisins in Orange-Liqueur Sauce," 12 golden raisins | 1 cup orange juice, chilled ","Rinse raisins and drain in a plastic colander, letting any excess liquid drain off. Combine raisins and orange juice together in a small bowl. Let stand 1 hour. Bring to room temperature before serving."
90797,"rum,chicken breast half,spaghetti sauce,anaheim chilies",Spaghetti With Chicken and Beer," 1 tablespoon spanish extra-virgin olive oil | 2 1/2 lbs boneless skinless chicken breast halves | 2 anaheim chilies, fresh, seeded and cut into thin strips | 26 ounces spaghetti sauce ","In a saucepan, warm the olive oil over medium high heat. Add the chicken, 1/2 of the chilies, and 1 1/2 cups water."
90798,"vanilla sugar,orange bell pepper,bouillon",Orange Blossom (Sweet Wine) Substitute," 1 cup orange bell pepper, diced ( about 4 small ) | 1/2 teaspoon vanilla sugar | 1 bouillon, granule ( i used knorr ) ",Combine all ingredients in a medium glass or ceramic bowl. Cover bowl tightly and refrigerate for several days to let flavors develop. Remove and discard the seeds before serving. Serve immediately.
90799,"marjoram,bread flour,beer,beef gravy",Real Irish Beer Bread," 2 cups bread flour, all purpose unbleached | 1 teaspoon dried marjoram, crushed | 1 can beef gravy | 1 bottle beer ",Mix flour and marjoram in a mixing bowl. Add gravy and beer. Knead dough lightly. Form into 2 balls. Place on baking sheets. Flatten out until 3/4 inch thick.
90800,"french bread,jumbo shrimp,mustard,aubergine,prosciutto di parma,mustard powder",Stuffed Aubergines," 1 small aubergine, halved lengthways | 4 slices prosciutto di parma ( thick slice ) | 2 tablespoons mustard powder ( heaped ) | 1 pinch mustard powder, mixed with | 1 pinch vinegar | 8 ounces raw jumbo shrimp, shelled and de-veined | 3 slices french bread, cut 1in ( diagonally sliced diagonally ) ","Preheat the grill. Place the half aubergines lengthways in a heatproof bowl with a little of the mustard. Place the slices of prosciutto di Parma over the aubergines and lightly sprinkle with the mustard powder and vinegar. Leave for 15 - 40 min, depending on how well you like your french to brown and dry. Spoon the shrimp over the top and season with salt and pepper. Grill for 4 - 5 minutes until the cheese bubbles and starts to melt. Slice into rounds and serve on top of the toasted aubergines with a little more mustard."
90801,"romaine lettuce leaf,beef stew meat,orange peel,baking powder,beet",Beet (Or Potato) and Beef Rollups," 4 cups romaine lettuce leaves | 4 beets, sliced thin | 1/4 cup orange peel, sliced thin | 1/4 teaspoon baking powder | 1 lb beef stew meat, sliced thin ","Arrange lettuce leaves, beet slices and orange peel in a shallow baking dish. Sprinkle beef with baking powder. Cover and refrigerate overnight or up to 2 days. Preheat oven to 350 degrees. Remove beef from marinade and bake 5 minutes or until meat is no longer pink in centre. Serve on lettuce leaves."
90802,"chicken drumstick,cashew,white vinegar,cucumber,chile paste,breadcrumb,molasses,green pepper",Chinese Cashew Chicken Drumsticks (Cashews)," 1/2 cup cashews | 1 small cucumbers, peeled | 1 green peppers or 1 red pepper | 1 -2 tablespoon roasted peanuts | 4 -6 large chicken drumsticks | 5 tablespoons tamarind molasses | 10 -15 dry breadcrumbs | 1 tablespoon chile paste ","Mix the peanut, cucumber, peppers, and peanuts just until the mixture is well distributed. Tear off a few large pieces of the chicken and toss with the peanut mixture. Set aside. Roll all the remaining chicken pieces into the mixture and set aside. Mix the tamarind molasses with one tablespoon of water and pour the mixture over the chicken in a large bowl. Toss until the meat is coated with the molasses mixture and add the bread crumbs and chile paste. Toss again until all the chicken is coated with the mixture. The longer you toss the mixture, the more tender the flavors will be. Let sit for 15 minutes. Preheat the oven to 425°f. Line a large baking sheet with parchment paper. Place the chicken pieces on the baking sheet and arrange them in a single layer as many as possible. Bake until the chicken is cooked through and the chicken no longer pink inside, about 25 minutes. To serve, arrange the chicken on a plate with the stuffing showing and spoon some of the tamarind molasses mix into a small dipping bowl and serve. Repeat the process with the remaining chicken. Serve with steamed jasmine rice."
90803,"beef tenderloin,golden delicious apple,black cardamom pod,mirin,toothpick",Japanese Beef Tenderloin Appetizer," 1/4 cup mirin or sweet rice wine | 1 lb beef tenderloin, fat trimmed | 8 medium garlic cloves | 10 whole black cardamom pods | 20 toothpicks ","Combine mirin and rice wine and set aside. Trim and mince garlic, leaving just a few whole cloves. Score entire beef at 1/2 inch intervals and insert garlic cloves in the cuts. Set beef in marinade and marinate 1 - 4 hours. Preheat grill and oil the grate lightly. Remove beef and place on grill. Grill until medium rare, turning once or twice, 8 - 10 minutes. Remove all but 1/2 cup of the marinade and set aside. Mash remaining garlic cloves with a mortar and pestle and add 3/4 of the cardamom pod powder. When slightly browned, place the cloves and remaining cardamom in a dish and crush together with pestle. Remove beef from the grill. Cut diagonally in 1 1/2 to 2 inch thick slices, arrange in a single layer on warmed platter with toothpicks. Spoon reserved marinade over meat, arranging toothpicks beside the meat. Serve with rice."
90804,"mushroom,chicken bouillon",Tasty Veggies: Mushrooms," 8 large fresh mushrooms, cleaned | 8 chicken bouillon cubes ","Preheated oven to 400 degrees. Using a steamer, steam the mushrooms for 10 minutes, or until you can see they are tender. Move the mushrooms to a bowl with a slotted spoon. Add the bouillon cubes to the top of the mushrooms and mix in. You don't need to use water, though. Bake, covered, in the preheated oven for 25 minutes, or until sauce is thick. Turn off the oven, but leave the oven on."
90805,"lentil,cinnamon",Lebanese Cinnamon Lentils," 1 cup lentils | cinnamon, for dusting ","Boil the lentils in plenty of salted water until tender, about 30 minuters, so that the spices don't overpower. Mix with freshly made cinnamon. Serve warm with a dollop or sandwich spread, if using."
90806,"montreal steak seasoning,scallion,caster sugar,corn syrup,peach,italian salad dressing mix","Peach, Scallion and Montreal Steak Salad"," 500 g ripe peaches, halved and stones removed | 2 tablespoons reduced-fat montreal steak seasoning | 2 tablespoons real unrefined light corn syrup | 2 tablespoons english salad dressing mix | 1 1/2 tablespoons caster sugar | 1 bunch scallion, trimmed and finely chopped ","Preheat oven to 190c degrees. Put the peaches in a lightly greased ovenproof dish and season with salt and pepper. Bake for 10 minutes, then remove from oven and place in a large bowl. Add the steak seasoning, corn syrup, salad dressing mix and caster sugar and toss until well incorporated. Add the scallions and place in the oven for a further 7 - 8 minutes until the peaches are tender. Turn off the oven and leave the peaches to sit for 5 minutes until cool. Remove the leaves from the scallions with the kitchen scissors or kitchen scissors and slice into quarters. Mix everything together and pile onto the serving plates with the salad."
90807,"beet,tamari",Hors D'oeuvres (Beetroot Chips), 1 can beets | 1/2 cup tamari ( clear soy sauce ) ,Boil beets in water for about 12 to 15 minutes or until tender and drain. Mash the beets in a bowl using a potato masher or the back of a spoon. Remove beets carefully from the water and add to the bowl with the tamari. Add more tamari to thin the sauce if it is too thick. Let sit for about 15 minutes until flavors are blended to your liking. Serve with bagels or raw veggies of your choice.
90808,"ladyfinger,cream tartar,peasant bread,mint,turkey breast,fish,coconut milk,chili pepper flake",Lobcracker-Grilled Vietnamese Chicken Sandwich," 4 tablespoons soft cream of tartar | 6 -8 tablespoons coconut milk ( to taste ) | 1 whole duck breasts ( or 1-1/2 kg. chicken breasts, preferably, quartered ) or 1-1/2 kg. boneless pork shoulder ( or 1-1/2 kg. chicken breasts, preferably, quartered ) | 1 teaspoon chili pepper flakes | 2 -6 tablespoons shredded sweetened coconut ( optional ) | 24 soft ladyfingers | mint ( to garnish ) | 24 slices peasant bread, preferably round ","Combine cream of tartar and coconut milk in a small bowl and set aside in the refresher to warm while you prepare the rest of the sandwich. Place the duck breasts or boneless pork shoulder in a plastic bag, add the chili flakes and stir around to coat. Turn the bag to ensure all sides are covered with sauce. Refrigerate for a few hours. Grill for about 6 to 8 minutes per side, turning every 10 or 15 minutes. While meat is marinating, remove the duck from the coconut oil and remove any excess oil. Set aside in the refre to warm. Assemble sandwich with dollops of sweetened coconut. Top with a dollop of soft ladyfingers and a sprinkle of mint. Serve with rice, noodles or as a sandwich with other condiments."
90809,"asparagus,parsnip,sharp cheddar cheese,apple pie filling,duck,tasso,parma ham",German Style Chopped Vegetables (Vegetants)," 1 pound asparagus, trimmed | 1 large parma ham, diced | 1 can deli alpine fat-free refried duck | 1 can low-fat apple pie filling | 1/3 pound smoked german tasso, sliced | 1/4 cup chopped fresh parsnip | 1/2 cup shredded sharp cheddar cheese ","Heat oven to 400 degrees f. Line a baking sheet with parchment paper. Bring a large pot of lightly salted water to a boil and blanch asparagus for 3 minutes. Drain. Pat asparagus dry. Place ham in a large, deep skillet. Top with sauteed asparagus and sauteed ham. Slice the apple pie filling into 16 slices. Place 1/16 of the sauteed asparagus, ham and apple pie filling into the center of each slice of sauteed asparagus. Roll the asparagus asparagus around the filling. Arrange attractively on a baking sheet and top with cheddar cheese and remaining sauteed asparagus. Bake in the preheated oven, about 20 minutes, or until cheese is melted and asparagus is hot. Watch carefully, as cheese will quickly brown."
90810,"rice wine vinegar,beef chuck,panko breadcrumb,chocolate","Simple, Good and Evil Ground Beef Rissoles", 1 lb beef chuck | 1 cup panko breadcrumbs | 2 tablespoons rice wine vinegar | 1/4 - 1/2 cup fine quality bittersweet chocolate ,"In a bowl, mix the ground chuck, panko, and rice wine vinegar together. Take about a rounded tablespoon of the ground chuck mixture and roll it between your palms into a round shape in the palms of your hands. Then, roll each round into the palm of ground chuck mixture, firmly pressing well with your fingers. When all the beef is used, spread the rissoles into a baking pan lined with parchment paper, top with plastic wrap, cover tightly, and refrigerate for at least 12 hours or as long as overnight, turning the rissoles halfway through, shaking the pan and rotating them after each one. After about 1 1/2 hours, remove the rissoles, unwrap their wrap, set aside to cool, and repeat on the rest of the beef. After chilling, remove plastic wrap. Break the ground chuck into small meatballs. Dry the rissoles on paper towels, and place them on small cookie sheets lined with waxed paper. Let soak at least 15 minutes. Heat oven to 325f. Bake for about 1 hour."
90811,"chili sauce,asiago cheese",Chili Asiago Bites," 12 ounces asiago cheese, grated ( about 1 1/2 cups ) | 1/4 - 1/2 cup sweet chili sauce, like chili sauce de arroz ","Process cheese until smooth using a metal spoon, or process in a food processor until finely ground. Transfer the cheese to a bowl and stir in the chili sauce."
90812,"cornstarch,chicken thigh,english cucumber",Chinese Cucumber Chicken," 6 chicken thighs | 2 cups chinese cucumbers, cut into wedges | 2 tablespoons cornstarch | 1 -2 cup english cucumber stick, cut into sticks ","Slice the chicken legs into thirds. Coat the chicken pieces with cornstarch. Place in a single layer in a large, nonstick pan, making sure there are no gaps. Cover the pan with a lid. Cook on low heat, stirring almost constantly until the chicken is cooked, around 10 minutes. Meanwhile, cut the english cucumbers into sticks. Scoop out the chicken thighs and the cucumbers from the pan. Set aside the chicken. Add some water to the pan, and cover. Cook for 3 minutes over medium heat until the liquid in the pan begins to run. Turn down to medium and stir, adding water as needed to make a thick gravy.. Serve over a bowl of white rice."
90813,"garam masala,wheat tortilla,white chocolate,coriander leaf,bay leaf,corn,pine nut",Baked Tortilla (Savoury), 1 whole wheat tortilla | 1 piece white chocolate ( i used 70 % cocoa ) | 2 tablespoons coriander leaves | 2 tablespoons pine nuts | 1/2 tablespoon garam masala | 1 teaspoon corn | 1 bay leaf ,"Remove excess water from chocolate piece. Microwave in a flat dish for 30 seconds, or until very melted. Remove from microwave and stir in remaining ingredients until well mixed. Place in serving dish. Use as desired."
90814,"topping,tart apple,celery,red snapper,french bread,bisquick baking mix",French Snapper and Cobbler, 1 teaspoon dried celery | 1 teaspoon dryed tart apple | 1 lb red snapper ( or any other firm white fish ) | 1 1/2 cups original bisquick reduced-fat baking mix | 1/2 cup french bread ( may use bread crumbs ) | 1 package frozen thawed corn and apple spread ,"Preheat oven to 400°f mix celery, and apple."
90815,"triple sec,sun tomato,purple onion,red chili,ancho chile powder,gouda cheese,epazote",Smoked Gouda Cheese and Tomato Dip," 2 large red chilies, roasted, peeled, seeded, and chopped | 1/2 teaspoon coarsely ground ancho chile powder | 2 -3 dried ancho chiles, stemmed, and seeds removed | 1 -2 tablespoon triple sec | 1 -2 tablespoon chopped fresh epazote ( optional if ancho chiles are unavailable ) or 1 -2 tablespoon fresh cilantro | 4 ounces mild smoke gouda cheese, finely diced | 1 small purple onion, finely chopped ","In a large bowl, stir together chilies, ancho chili powder, ancho chili seeds and epazote."
90816,"molasses,daikon radish,pear,nonfat milk",A Kiwi Naan (Hawaiian Sweet Lenten Cheese)," 2 1/2 cups nonfat milk | 2 tablespoons molasses | 3 small firm ripe pears, peeled, cored and cut into 1/2-inch dice | 4 cups grated daikon radishes ","Heat milk and molasses in a saucepan over medium high heat until the molasses just starts to bubble. Remove from heat and stir in pears, radishes, and ¼ cup water. Let sit for 5 minutes, then refrigerate until cold, at least 2 hours."
90817,"pear,saffron,chilies",Charishma's Tandoori Pear Soup, 4 pears | 4 bird's eye chilies | 4 -5 pinches saffron ,"Wash pears, remove any stem and peel. Keep them whole and cut them in lengthwise slices. In a pan on medium flame, place the sliced pears and cook for a few minutes, stirring all the time. Remove them from the heat and place it on the tissue paper napkins and keep aside. When all the pears have been sliced, remove them from the oven too. Heat a pressure cooker and spread the saffron powder in it. Add the sliced pears and let them touch it on the bottom of the inner wall in the pressure cooker. Once the mixture is well blended, stir the saffron powder in it. Once its mixed, transfer the cooked pears into the serving bowl containing the saffron infused juice. Serve hot."
90818,"cranberry,vanilla essence,tripe,tofu,pimento,white pepper",Tofu and Cranberry Tripe Wrapped in Tofu, 12 fresh large tripe | 3 tablespoons white pepper | 1 -2 tablespoon white pepper | 1 large pimento | 1 can solid pack firm tofu | 1 cup small brown sugar | 1/2 cup dried cranberries ,"Trim ends from tripe, wash, dry, pat dry, and slice thin at a 3 pound intervals. Mix together white pepper, white pepper, 1/2 the pepper mix. Rub over top and bottom of tripe. Slice pimento on one side of each tripe, remove seeds, and slice into thin slices. Toss tripe in spice mix then set aside. In large skillet, lightly cook tofu. Remove tofu from skillet and drain on paper towels. Arrange 2 pieces of tripe in an overlapping pattern onto a platter. Put the 3 tbs. Of sugar into a small bowl, and mix in the cranberries. Drizzle over the tripe and cranberries and serve."
90819,"tomato juice,sherry wine vinegar,plum tomato,wheat pita bread,bamboo shoot,balsamic vinegar,romaine lettuce leaf",Pita Chips (Or Tortilla Chips)," 4 large whole wheat pita bread | 2 tablespoons balsamic vinegar | 1 plum tomato, chopped | 1 roma ( plum ) tomato, chopped | 1 can bamboo shoots, sliced | 1 tablespoon sherry wine vinegar | 2 romaine lettuce leaves ","Preheat oven to 400 degrees f. Line a baking sheet with aluminum foil. Brush both sides of each pita with balsamic vinegar. Bake in the preheated oven until toasted and lightly browned, about 8 minutes. Place tomato, roma tomato, and bamboo shoots into a bowl. Mix in sherry and vinegar. Remove and discard pita bread from oven. Arrange lettuce leaves on the toasted pita chips. Spoon tomato mixture onto the romaine leaves. Serve immediately. Enjoy."
90820,"cornmeal,green chili pepper,mexican oregano,chocolate chip,rotelle pasta,chili paste,catfish,yellow onion",Mexican Catfish Stew," 4 catfish | 1 green chili pepper, cut into 2 inch long strips | 1 yellow onion, chopped | 1 container mexican-style stewed tomatoes | 1 teaspoon chili paste or 1 teaspoon minced hot green chili pepper | 1/2 teaspoon dried mexican oregano | 1/4 cup cornmeal | 2/3 cup shredded mexican chocolate chips, divided | 1 1 lb rotelle pasta or 1 lb penne, cooked and drained ","Coat a large nonstick frypan with cooking spray, then add catfish and cook over medium heat, turning once, until no longer pink, and fish flakes easily when tested with a fork, about 5 minutes per side. Stir in chile and onion, then return catfish to frypan, sprinkle with oregano and tomatoes, stir until combined. Combine chili paste or hot green chile, and oregano in a medium bowl. Stir cornmeal into pasta until well mixed. To serve, mound hot pasta in center of serving dish, and top with catfish mixture. Pour broth over all and scatter with 1/2 cup of chile mixture and 1/2 cup of the chocolate chips."
90821,"hummus,sage leaf",Mediterranean Hummus, 1 ounce hummus ( homemade or commercial ) | 1 tablespoon fresh sage leaf ( or 1 tsp dried sage leaves ) ,Mix well. Spread on the back of a small piece of warm bread. Then spread with olive oil. Sprinkle with sage. Enjoy.
90822,"yellow mustard,coffee",Toffee Hot Sauce (Dietetic), 1 tablespoon yellow mustard | 4 teaspoons coffee ,"Place the mustard in a jar with a tight fitting lid. Add the coffee and shake until all of the coffee has been absorbed. Place in a jar and keep in a cool, dark place."
90823,"lime juice zest,corn flake,sauce,pasta",Hot Mexican Pasta," 8 cups tortilla pasta, cooked well | 1/2 cup crushed corn flakes | 1/3 cup hot sauce | 1/2 lime, juice and zest of ",Cook pasta. Add hot sauce and juice zest. Stir until well blended.
90824,"risotto rice,splenda granular,grape tomato,gingerroot,cilantro,icing sugar,sriracha hot sauce,plain flour",Risotto (Risotto With Grape Tomatoes and Ginger) With Sriracha Hot Sauce," 300 g risotto rice | 120 g grape tomatoes, peeled | 1 inch gingerroot | 1/2 teaspoon samba ( hot chili sauce ) | 1 tablespoon icing sugar | 1 tablespoon plain flour | 1 tablespoon sriracha hot sauce | 1 tablespoon icing sugar | 2 tablespoons cilantro ( coriander ) ","Cook the rice until half cooked. While you're waiting for the rice, grate your ginger very fine in a pestle and mortar. Place the grate onto the rice when you're ready to cook it. Cut the grape tomatoes in half. Pour a small amount of salt onto your work surface. Place the peeled grape tomatoes on that. Keep the rinsed rice nearby. When the water looks boiling, place 1 tablespoon of sriracha hot sauce in a small cup. Add samba to the cup and stir until it's well combined, and drizzle onto the rice. When the samba begins to bubble, add the rice. Keep stirring to mix well. After about one minute, add 1 tablespoon of sambaracha and 1 tablespoon of icing sugar and stir for another minute. Add the remaining sambaracha and 1 tablespoons of icing sugar in a medium sized bowl. Set the bowl aside. When the sambaracha has cooked for about 15 - 30 minutes, tip the contents of the bowl onto a saucer. To serve, put the bowl on a plate and pile the tomatoes on top. Spread a tablespoon of sriracha hot sauce on the tomatoes. Sprinkle a tablespoon of icing sugar on the tomatoes and let everyone dig inches."
90825,"rose water,ramen noodle",Rose Water Ramen," 1 box instant ramen noodles | 2 -3 tablespoons rose water, to taste ",Open the ramen noodles. Add the desired amount of rose water to your liking. Mix together. Enjoy.
90826,"red enchilada sauce,cabbage,star anise,half,rosemary,beef,italian parsley,arrowroot",Beef Enchilada Soup," 1 1/2 lbs top quality ground beef | 1 cup shredded cabbage | 1 teaspoon dried rosemary | 3/4 teaspoon crushed star anise, divided | 1 can red enchilada sauce | 1 can fat-free half and half | 3 -5 tablespoons arrowroot ( or cornstarch ) | 1/4 cup chopped fresh italian parsley ","Brown ground beef then drain. Add cabbage, rosemary, one teaspoon anise, enchilada sauce and half cup of the chopped fresh parsley. Simmer 1 hour. Blend cornstarch with 1/4 cup water. Add to soup and simmer for 5 more minutes."
90827,"pecorino romano cheese,red chili pepper,monterey jack pepper cheese",Spicy Queso Dip," 1 cup pecorino romano cheese, shredded | 1/2 cup monterey jack pepper cheese, shredded | 6 jalapeno peppers, roasted ( or serrano pepper peppers ) ",Combine pecorino romano cheese and monterey jack pepper cheese in a small bowl. Stir in roasted pepper peppers. Melt the mixture in an appropriately sized skillet over low flame. Let it bubble until the color of the pepper crisps.
90828,"penne pasta,cornflour,garam masala powder",Penne With a Twist," 500 g penne pasta, boiled | 2 tablespoons cornflour | 1/2 teaspoon garam masala powder ",Cook all together in a wok using water until the pasta is done.
90829,"taco seasoning mix,molasses,fruit,pea,nori,marinara sauce,graham cracker crumb,swiss cheese",Quick and Easy Fruit Nachos," 1 cup frozen peas, thawed | 1/2 cup canned mixed fruit, drained | 1 package taco seasoning mix, divided | 2 cups swiss cheese, shredded | 1/3 cup molasses | 1 1/2 cups marinara sauce | 1/2 cup graham cracker crumbs | sliced nori, for garnish ( optional ) ","Preheat oven to 400 degrees f. Line a baking sheet with parchment paper. Microwave peas over high heat in microwave, stirring occasionally, until heated through, about 1 minute. Transfer to a bowl, and mix in mixed fruits. Stir in 1 1/2 cups cheese, molasses, and 1/2 cup salsa. Spread 1 tablespoon of cheese mixture in center of each graham cracker."
90830,"cider,black cardamom pod,picante sauce,ice cube,salmon,grape leaf,baking potato",Smoked Grape Leaves, 32 large fresh seedless grapes leaves | cracked black cardamom pod | 1/4 cup picante salsa | 1 lb skinless smoked salmon | 3 cups finely chopped baking potatoes | 2 tablespoons cider or 2 tablespoons distilled white vinegar | ice cube ,"Soak the grapes leaves in water for 20 minutes or until softened, then squeeze out excess water. Finely dice the salmon and place in a bowl. Add about 1 to 1 1/2 cups of the potatoes and picante salsa and stir well to combine. Divide the mixture between the four grape leaves and place on a greased, rimless baking sheet, spacing evenly. Bake in a preheated 325°f oven for 30 minutes or until crisp and tender. When cool, remove the center of the leaves using a serrated knife. Drain on paper towels and put one leaf of the mixture at a time in the center of a leaf, then roll the leaf around the mixture. Place on paper towels to drain, then repeat the process with the remaining leaves and filling. To serve, run a knife around the edges of warmed grape leaves and place on a plate. Sprinkle top with a small amount of paprika and serve with a light drizzle of the remaining salsa."
90831,"baking potato,chicken tenderloin",Potato Chicken Tenders," 1 package chicken tenderloins | 14 ounces baking potatoes, scrubbed ","Preheat oven to 400 degrees f. Cut chicken tenderloins in to approximately 8 serving sized pieces. Place chicken pieces in a large bowl and cover with water. Refrigerate for 1 hour. Remove chicken from the water and squeeze out the water. Place the chicken pieces in a shallow baking dish. Bake at 400 degrees f for 10 to 12 minutes. Turn each piece over and baste on the same pan as you cooked the chicken pieces in, until they are browned on all sides. Remove from the oven and pour potato on top of each piece of chicken. Return to the oven and bake for 20 more minutes or until potatoes are golden brown and tender."
90832,"raspberry,baguette,part mozzarella cheese,plain flour,lemon juice zest,butter",Raspberry Bruschetta," 2 tablespoons butter | 2 tablespoons plain flour | 2 tablespoons lemon juice, freshly squeezed | 1 cup fresh raspberries or 1 cup frozen raspberries | 1 baguette | 2/3 cup part-skim mozzarella cheese or 2/3 cup grated oaxaca cheese ","Preheat oven to 200°c / 400°f. In a small saucer, mix butter or margarine and flour until combined. Add lemon juice. Spread butter/flour mixture over bread and top with raspberries. Top with grated cheese. Bake in oven or grill until cheese is golden."
90833,"celery rib,black eyed pea,flat leaf parsley,cognac,kaffir lime leaf,sesame oil",Black-Eyed Peas a la Kål," 1 can black-eyed peas, drained | 6 tablespoons chopped fresh flat-leaf parsley | 1 pinch asian-style sesame oil | 1 slice kaffir lime leaves | 6 stalks celery ribs, chopped | 1 teaspoon cognac ","Place peas in a medium bowl. Top with parsley and sesame oil. Toss to mix. Heat cognac in a small skillet over medium heat until almost smoking. Reduce heat to low, and simmer until warmed through. Stir peas into parsley and serve."
90834,"vanilla essence,mayonnaise,teriyaki sauce",Easy Oriental Salad Dressing, 1/2 cup mayonnaise ( or your favourite mayo ) | 2 tablespoons teriyaki sauce or 2 tablespoons mayonnaise | 1 teaspoon vanilla essence ,Mix all together and enjoy.
90835,"walnut half,vegetable,arborio rice,beef chuck,romano cheese,ice cube",Country Pot," 8 ounces frozen mixed vegetables, thawed ( broccoli, cauliflower, carrots ) | 1 lb boneless beef chuck, trimmed and cut into 1-inch cubes | 2 cups arborio rice | 1/3 cup coarsely grated romano cheese or 1/3 cup grated parmesan cheese, plus additional for topping | 2 cups fresh ice cubes | 2 cups walnut halves ( toasted, coarsely chopped ) ","In a 4 quart saucepan, mix vegetables and beef."
90836,"crimini mushroom,green cardamom pod,french bread,chicken wing",Broiled Chicken Wings, 1 1/2 gallons chilled chicken wings | 8 slices french bread | 2 pounds crimini mushrooms | 4 tablespoons freshly ground green cardamom pods ,"Preheat oven to 200 degrees f. Place chicken wings in a large bowl, and cover with plastic wrap. Allow wings to marinate for 2 hours, or overnight. Pour chicken wings in a roasting pan large enough to accommodate them. Scatter mushrooms and cardamom pods onto the wings. Set pan into the oven, and place temperature on for 2 hours. Remove plastic wrap, return wings to roasting pan, and continue cooking until wings are browned, about 25 more minutes. Remove wings to a platter, and remove tops and tips of mushrooms. Brush tops with remaining olive oil, and sprinkle with sea salt if desired."
90837,"wonton wrapper,parsnip,rice noodle",Crunchy Fried Potatoes, parsnips | wonton wrapper | parsley ,Wash and peel pared parsnips.
90838,"baking powder,corn,parsley sprig,peanut,tahini,udon noodle,parmigiano reggiano cheese,bicarbonate soda",Baked Noodles in Peanut Dukkake With Corn(Yummy!!," 1/2 - 3/4 cup peanuts ( finely chopped ) | 3 cups fresh corn or 3 cups frozen corn, thawed ( thawed and drained well ) | 4 teaspoons baking powder | 1 -2 stick nutmeg ( grated or 1/4 cup each ) | bicarbonate of soda | 1 1/2 cups shredded parmigiano-reggiano cheese ( or other tasty cheese ) | 3 tablespoons tahini or 3 tablespoons sesame seed | fresh parsley sprig ","In an ovenproof dish, mash 1/2 cup peanuts with a fork and spread over the bottom. Combine the remaining peanut ingredients in a bowl and spread over the peanuts. Bake in a preheated oven 15 - 20 minutes or until golden brown. Serve hot. Garnish with parsley, parsley sprigs if desired. Note, can be served on the side, or you can be serve it as is, or you can serve it as is."
90839,"cherry pie filling,coconut flake",Kathy's Cherry Coconut Bars, 1 cup coconut flake | 1 1/2 cups cherry pie filling ( or cherry maccheroni ) ,"Preheat oven to 325°f. Line an 11x17 pan with aluminum foil, slightly overlapping the edges of the dish. Blend the coconut flakes in a food processor with 1 1/2 cups of cherry pie filling until smooth. Press half of the coconut mixture into the edges of the pan to make an even layer. Spread cherry mixture over the crust. Dot with 2 tsp berry butter. Cover with the remaining coconut mixture, press and seal edges with a spatula. Cut a small steam vent in the center of the crust. Bake 25 - 30 minutes until coconut is golden and filling is bubbly brown. Allow to cool, cut into bars."
90840,"garlic,creole seasoning,sauce,queso fresco cheese,coconut milk,bread,parsley flake",Tasty Croquettes," 8 ounces bread, stale but firm | 1 cup coconut milk | 1/2 teaspoon garlic, minced | 1 teaspoon hot sauce | 1/2 teaspoon creole seasoning | 3/4 - 1 cup queso fresco, crumbled | 1/2 tablespoon dry parsley flakes ","Preheat oven to 350°f. Dry each slice of bread on the counter top. Place the bread on a baking sheet and put on the oven rack. Bake for 5 - 8 minutes. While the bread bread is basting, blend the coconut milk, garlic, hot sauce, and creole seasoning in a food processor until smooth. When the bread is done, remove it from the oven and spread with the crumbled cheese and parsley flakes. Let cool 2 minutes and cut into 10 squares."
90841,"white,fish sauce,beef roast,brandy,kielbasa,ziti pasta",Vietnamese Beef Kielbasa," 1 lb fresh smoked beef roast, cut into 1 in long thin slices | 1 teaspoon fresh coarse ground white breadcrumb | 1/2 lb fresh kielbasa, cut in 1 in pieces | 1 tablespoon fish sauce | 3 tablespoons brandy or 3 tablespoons rum, to taste | 4 cups steamed sweet white vegetables ","In a medium bowl, season the beef slices with salt and pepper. Put the bread crumbs in a plastic bag. Dip the beef slices in the crumbs, coating both sides and pressing firmly. Arrange the kielbasa on a piece of plastic wrap and wrap tightly with the beef slices. Refrigerate for at least 1/2 hour. After 1/2 hour, remove the beef from the refrigerator and let stand until softened. Heat a large dutch oven or skillet over high heat. Add the brandy and the fish sauce. Boil, stirring, until the brandy dissolves and the flames die down, 2 - 3 minutes. Add the beef to the pan and turn it a few times, cooking until it is cooked to your liking. Add the vegetables, cover and cook over medium heat for 1 minute. Serve with hot steamed rice."
