Sno,Random Ingredients,title,ingredients,instructions
60527,"creme fraiche,red curry paste",Creamy Red Curry Paste Dip for Fish, 125 ml creme fraiche or 125 ml double cream | 1 -2 - 1 -2 tablespoon red curry paste ( depending on how much curry paste you like ) ,"First, take a small pan or sapper, pour in cream and red curry paste.  Bring to simmering point.  Stir to combine.  Serve with boiled rice, potatoes, or steamed vegetables."
60528,"lime juice,saffron thread,vegetable oil cooking spray,okra",Wayne's Indian-Style Braised Okra," 3 packages frozen okra, thawed and patted dry with paper towels | 1 tablespoon lime juice, or as needed | 1/2 teaspoon saffron threads | vegetable oil cooking spray ","Preheat an oven to 350 degrees f.  Lay the okra out onto a sheet of aluminum foil or parchment paper, and drizzle with lime juice and saffron.  Fold the piece of okra over and seal the edges of the pieces with a fork.  Arrange the okra on a baking sheet about 2 inches apart.  Spray the okra with cooking spray.  Bake in the preheated oven until lightly browned, about 30 minutes."
60529,"mango,pistachio",Mexican Fruit Salad," 2 mangoes, peeled, rinsed and seeded, diced | 2 tablespoons pistachios, roughly chopped ","Toss together the mango, pistachios and pistachios.  Serves."
60530,"yellow mustard,mango chutney,mint,kosher salt black pepper,peanut",Chutney Peppers With Mango Chutney," 1 box prepared mango chutney ( i use libby's major grey chutney ) | 9 large yellow mustard greens, washed, stemmed | 4 -6 tablespoons mint, finely minced | kosher salt & freshly ground black pepper | 12 tablespoons unsalted peanuts, roasted and finely ground ","Prick the outside of the chilies all over with a sharp knife point.  Place the peppers on a cookie sheet, put them in the oven and turn the burner to 325 degrees.  Wrap the chilies, securing it with a toothpick, in foil, or in a dish.  Bake for about 40 minutes, until the chilies are blistered and have blackened on all sides.  Pour off the fat and discard.  Immediately place the chilies in a bowl and cover with plastic wrap.  Keep.  To prepare the greens, place the chilies in a saucepan and add about 1/3 cup water.  Bring to a boil and add the mint.  Let cool.  Rinse the greens and dry them thoroughly under running water.  Place in a clean bowl.  Add 2 tbsp mint, 2 tbsp mint, and 1 tbsp salt.  Toss.  To serve, pile the greens on a platter, sprinkle the peanuts over the top and garnish with the remaining 2 tbsp mint and a drizzle of chutney.  Serve with crusty bread."
60531,"red potato,half cream,red bell pepper",Red Potato Casserole - Crock Pot," 3 lbs small red potatoes, red | 8 cups half-and-half cream | 1 medium red bell pepper, diced ","Place red and small potatoes in 4 or 5 quart crock pot.  Heat on low setting until potatoes are tender.  When potatoes are tender, place peppers in a plastic bag to sweat.  Pour half and half in and stir.  Place over lowest setting on crock, stir and allow to heat through.  Place mixture into crocks or serving dish.  Sprinkle bell pepper over top.  Cover and cook on low for 5 - 6 hours."
60532,"peach,wheat germ,beef bouillon cube,canadian bacon,saffron strand",Grilled Peaches With Saffron and Wheat Nests," 6 canned peaches, in juice, chilled | 1 beef bouillon cube | 2 tablespoons canadian bacon, roughly chopped | 4 whole wheat germ | 2 saffron strands ","Place peaches into a small saucepan with 1 cup water, bring to a boil over high heat and simmer for 3 minutes, then remove from heat.  Drain liquid from peaches and reserve liquid.  In a small frying pan, preheat olive oil over moderate heat.  Add beef and cook, stirring frequently, for 25 minutes, or to taste, until no pink remains.  Stir in the bacon and simmer, stirring, for 10 minutes.  Ladle hot beef mixture into hot peppernests and place on a hot platter.  Sprinkle with wheat germ and saffron."
60533,"jam,green chili pepper,pomegranate juice,cherrystone clam,italian sausage",Clams With Pomegranate, 3 lbs italian sausage | 1 bottle tomato ketchup | 1/2 pint pomegranate juice or 1/2 pint grape juice | 1/2 whole green chili pepper ( to taste ) or 1/2 hot green chili pepper ( to taste ) | 2 1/2 lbs cherrystone clams ( optional ) ,"In a large pot, add ketchup and pomegranate juice.  Over medium heat, bring to boil, reduce heat and simmer, stirring occasionally, for about 15 minutes or until the mixture is very thick.  Add the sausage and stir through the chili or pomegranate juice, stirring and breaking up clams.  Continue to simmer until all liquids have evaporated and the flavor thickens, about 10 minutes longer.  Serve over rice or noodles."
60534,"asafoetida powder,gelatin",Asafetida Jelly, 1 envelope unflavored gelatin | 1 dash asafoetida powder ( optional ) ,"Make a small hole in the top of a double boiler or small dish with a heavy bottomed dish.  Dissolve the gelatin in 1/2 cup cold water, and add it to the top with a splash of beetida.  Set the pan over high heat, and bring just to simmering, watching carefully to avoid scalding and burning the gelatin.  When the mixture reaches a boil, remove the pan from the heat.  Hold the dish with a metal spatula or kitchen tongs with a length of kitchen twine on the edge, and invert the gelatin into the pan.  Chill thoroughly.  When the jelly is cold, transfer it to a sealable container, and refrigerate until set, about 3 weeks."
60535,"green chili pepper,bok choy,ladyfinger,orange juice,active yeast,espresso,buttermilk,bamboo shoot",Green Chile Spring Rolls for 2," 1 package active dry yeast | 3 cups buttermilk | 2 - 2 1/2 cups strong brewed espresso or 2 -2 1/2 cups coffee | 4 bunches green chili peppers, trimmed and sliced | 1 can bamboo shoots, drained drained and coarsely chopped | 12 large ladyfingers | 6 -8 cups shredded fresh bok choy | 1/2 cup orange juice | 1/2 cup minced green chili pepper | 1/2 cup minced fresh chili peppers ( optional ) ","Soften yeast in the buttermilk.  Add the espresso, 1 cup of the green chile strips and the bamboo and green chili strips.  Stir in the bread crumbs and let rise in a warm place for at least 2 hours. .  Bring to a strong boil and then reduce heat and simmer 15 minutes.  Set aside to cool.  When mixture is very bubbly and beginning to ferment, add the remaining green chile strips that have been trimmed, the orange juice, green chili peppers, and basil and mix well.  Let rise for a second time in a warm place and punch down before adding bread.  Separate into 12 equal portions and shape into rounds, then flatten into a circle approximately 12 1/2 inches in diameter on a lightly floured or lightly floured cookie sheet.  Cover and let rise for 10 minutes.  Meanwhile, heat broiler on high.  In a small saucepan bring about 1 inch of water to a boil.  When oven is broiling, spray cookie sheet with cooking spray and mist with a little water, swirling it around to prevent sticking.  Place the spring rolls on the baking sheet.  Set to one side and spray tops of the rolls with cooking spray.  Bake in a preheated oven for 20 minutes or until rolls are golden brown.  While they bake, prepare the filling.  Place a bamboo shoot or a sliced green bell pepper in the center of each round.  Add 1 cup of the filling and a few sprigs of chives.  Roll up and place seam side down on a platter.  Repeat until all filling is used.  Serve immediately."
60536,"carrot,beef,sofrito sauce,jamaican jerk spice,andouille sausage,thai basil",The Best Beef and Sausage With Basil Stir-Fry," 1 lb ground beef | 1 andouille sausage, sliced | 1 tablespoon all purpose greek salad dressing with herbs | 4 ounces thai jamaican jerk spice ( use the whole packet ) | 1/2 cup carrot, grated | 1/4 cup basil, cut in thin strips ","Mix everything together in a large skillet, except basil and carrots, and cook till done."
60537,"half cream,apricot preserve,mint sprig,green curry paste,caper,bean paste,vegetable broth,english cucumber",Green Curry With Tofu and Apricot-Cured Apricot Dipping Sauce," 14 ounces can organic mixed beans, drained | 1 1/2 cups vegetable broth | 1/2 cup apricot preserves | 1 teaspoon green curry paste | 4 ounces prepared green curry paste | 3 tablespoons capers | 2 tablespoons half-and-half cream | 3 tablespoons chopped fresh mint sprigs ","Place the beans, stock, preserves, green curry paste and capers in food processor."
60538,"white flour,spinach,chilies",Spinach Chapati, 200 g white flour | 3 chilies | 100 g chopped spinach ,"Mix the flour and keep aside.  Blend it in sufficient water to make a soft dough.  Knead for 2 - 3 minutes.  Make a round dough out with your hands.  Spread some spinach on the dough and roll it out.  Slice it into small round slices.  Heat small tava on hot griddle.  When its hot, turn it on its sides.  Once both sides turn slightly brown and the tava starts to crackle, it is ready to cook.  Garnish with corriander leaves and serve with raita, yoghurt, mint chutney or any filling."
60539,"sauce,cream tartar",Homemade Sweet and Sour Sauce, 1 tablespoon cream of tartar | 2 teaspoons hot sauce ,Mix and refrigerate until ready to use.
60540,"candlenut,green cardamom pod,basil,plain flour,chili oil,beef shank",Tandoori (Lamb Shank) Beef Rendang, 2 -3 lamb shanks | 1/2 cup plain flour | 2 -3 tablespoons chili oil ( for deep frying ) | 1/2 cup dried crushed red candlenuts | 1 green cardamom pod | 4 -5 stalks fresh basil ,"Cut the shanks into 2 - 3 sections and roll out the thin piece of flour to make a flat surface.  In a small frying pan, lightly fry these pieces in the oil.  Remove from pan and drain on kitchen paper and set aside.  Heat about 3 - 4 tbsp oil in a deep fying pan.  Dust the meat with flour and fry until golden brown.  Set aside and keep warm in a 200 degree oven.  Remove the rest of the oil from the pan and fry the crushed red candlenuts in the same pan.  Set aside.  Cook the flour, stirring continuously, until it is well browned, remove.  Place flour into the pan to create a roux.  Heat for 1 minute.  Add the meat and stir to coat thoroughly with flour mixture, coating meat in the liquid.  Cover partially and continue to cook in its own liquid for about 45 60min until meat is tender.  Add 2 - 3 tbsp chopped fresh basil.  Remove from heat.  Serve separately.  This dish is best with plain rice."
60541,"oregano leaf,butter,cream celery soup,chicken stock,beef broth,cayenne,parmesan cheese",Creamy Italian Beef Soup, 1 lb lean ground beef | 1 can beef broth | 1 can condensed cream of celery soup | 1 can chicken broth | 1 tablespoon butter | 1 teaspoon dried oregano leaves | 1 dash cayenne ,Brown beef in large skillet over medium heat.
60542,"brown rice,sherry wine,cumin,rice,dark corn syrup",Cinnamon Brown Rice, 2 1/2 cups cooked brown rice ( leftover from fridge ) | 1/2 cup dark corn syrup | 1/2 cup rice wine or 1/2 cup sherry wine | 1 tablespoon light brown rice syrup | 1 teaspoon cumin or 1 tablespoon cardamom mixed spice blend ,"Place half the sugar and half the water in a saucepan and bring to boil, stirring occasionally.  Mix corn syrup, rice wine or sherry, brown rice syrup and cumin in seperate large saucepan with rest of sugar and water.  Simmer over medium until mixture reaches syrupy consistency approximately 30 minutes.  Remove from heat and let stand, covered, about 10 minutes.  Fluff rice with spatula and top with remaining sugar mixture and serve immediately."
60543,"active yeast,udon noodle,sherry wine,linguine",Overnight Chinese Noodles in Sherry, 1 teaspoon active dry yeast | 1 cup sherry wine | 1 lb udon noodles | 1 package frozen udon noodles ( this has a shelf stable flavor from the grocery store ) ,"In a large bowl, dissolve yeast in sherry.  Add the udon noodles and stir together.  Cover, and let rise overnight in a warm place.  Stir again and let rise again.  This may take up to 2 hours.  Drain and divide among punch bowl covered with wax paper and a damp tea towel.  This will make 2 or 3 dumplings.  If you wish to serve up to the family, you can bake the whole dumplings at 350 for about 30 minutes until the noodles are tender.  Serve."
60544,"pork,honey,golden syrup,parmigiano reggiano cheese,cocoa powder,dill,red chile pepper",Donglas Vongole," 1 pound ground pork | 1/2 teaspoon honey | 1/2 teaspoon dill | 2 tablespoons butter | 2 teaspoons cocoa powder | 2 red chile peppers, sliced | 1 pinch golden syrup | 1/4 cup grated parmigiano-reggiano cheese ","Preheat oven to 425 degrees f.  Line a baking sheet with aluminum foil.  Combine the ground pork with the honey, dill, and cocoa powder in a bowl.  Spread onto the prepared baking sheet.  Roast for 30 minutes in the preheated oven, until pork is no longer pink, and juices run clear.  Remove from the oven, and set aside to cool.  Meanwhile, melt butter in a skillet over medium heat.  Add chile peppers, and cook for about 2 minutes.  Stir in golden syrup and heat until it begins to bubble and thicken.  Toss in the cooled pork.  Sprinkle a handful of parmigiano reggiano cheese over the top of the pork mixture, and return to oven and bake until cheese is melted, about 10 minutes."
60545,"kielbasa,sea salt black pepper",Kielbasa," 4 links kielbasa, cut into 1 inch slices | sea salt and ground black pepper to taste ","Preheat oven to 400 degrees f.  Lay kielbasa slices on a parchment paper lined baking sheet.  Roast in the preheated oven until kielbasa is browned, about 20 minutes.  Let cool completely, and slice into 1/2 inch thick slices.  Sprinkle with sea salt and black pepper before serving."
60546,"chunky salsa,pumpkin seed",Mexican Pizzelles, 4 cans pumpkin seeds ( with or without pumpkin seeds ) | 1 tablespoon chunky salsa ,"Place pumpkin seeds on a baking sheet and bake at 400° for 10 minutes.  Then remove pumpkin seeds and mash.  While pumpkin is baking mix the salsa with the seeds, stirring until well combined.  Spoon mixture onto a baking sheet and cool completely.  Cut into 24 squares with a serrated knife."
60547,"golden raisin,lemon peel,juice,lemon zest",Lemon Raisins," 2 -3 cups fresh lemon juice ( about 10 lemons ) | 1 cup golden raisin, rinsed | 1 lemon, zest of | 3 tablespoons powdered lemon peel ","Put all raisins in a strainer and shake well.  In a large shallow pan or deep frying pan, combine the lemon peel with 1 cup of the lemon juice.  Bring to a boil and remove from the heat.  Add the lemon peel and lemon rind and let it stand.  Strain the raisins, reserving liquid.  Save liquid.  Stir together the reserved liquid with 3 tablespoons powdered lemon peel.  Pour the lemon juice mixture over the raisins and gently stir.  Cover and simmer for 1 hour or until the raisins are tender."
60548,"cherry,veal","Veal Rollups (Brats) With Fennel, Cherries or Onions"," 12 medium dried cherries ( i like them mixed with dried cherries - or a combination of your favorites ) | 1 large veal roll, flattened ","Spread some water over the roll.  Wrap each one with aluminum foil and refrigerate overnight.  The meat can be cut lengthwise like a jelly roll or rolled out thinly.  In a very hot pan sear meat on both sides.  Remove meat carefully from pan and place on a board and cut into slices.  Roll out strips of string and tie with string.  Serve with gravy poured over the rolls and steamed potatoes, or a vegetable stew."
60549,"chili powder,corn,green bean,masala,burgundy wine,snow pea,grain rice",Champinones," 1/2 lb fresh green beans, ends trimmed | 1/2 lb fresh corn, cut into 1 inch pieces | 2 tablespoons masala | 1 dash chili powder | 2/3 cup burgundy wine | 1 lb monterey jack frozen sliced snow pea, thawed | steamed rice ","Toss all the ingredients together except for the peas.  Lay out 2 sheets of plastic wrap, and spread out 1/3 of the stuffing into a rectangle on top.  Arrange the peas on the stuffing, then cover with the remaining stuffing.  Cover and refrigerate at least 3 days and up to 2 days.  Remove foil from the dish, and cook over high heat for 3 - 5 minutes until the mixture is hot throughout and the peas are tender crisp.  Drain on paper towels."
60550,"hamburger,porcini mushroom,corn,red wine",Grilled Corn on the Cob in Porcini Mushroom and Red Wine Sauce," 4 ears corn, rinsed | 1 small dried porcini mushroom | 1/4 cup dry red wine | 1/4 cup minced red onion ","Rinse the corn under cold running water.  Slice it in half lengthwise, then crosswise in thin slices or wedges.  Arrange them attractively on a grill pan or a baking sheet.  Close the lid and grill for 15 to 20 minutes, turning frequently, until slightly charred in spots.  Remove from heat and allow to cool slightly.  Remove the kernels from the cob using a spoon or melon baller.  Place the corn in a saucepan, cover and place over medium heat.  Add the dried porcini or fresh mushrooms and red wine to the top, bring to a boil, and place over medium heat for 3 minutes.  Reduce the heat to low and simmer for 5 minutes longer.  Add the onion and cook for a further 2 to 3 minutes or until the onion is soft.  Transfer the porcini and mushrooms to a dish and keep warm.  Grill the hot pieces of corn, covered or in a grill pan for about 3 minutes on each side, or until charred.  Transfer the corn and mushrooms to a plate and keep warm.  Serve the grilled corn with the red wine sauce."
60551,"jalapeno pepper,basil pesto,cajun seasoning",Simple Pesto Sauce for Feta, 1 3/4 cups basil pesto | 1 - 1 1/2 cup chopped fresh jalapeno peppers ( or to taste ) | 2 tablespoons cajun seasoning ,In a medium bowl combine all ingredients and toss together.  Serve with feta cheese on top of it all.
60552,"dashi,eggplant,pizza sauce,coriander powder,bulk italian sausage",Spicy Sausage and Eggplant (Aubergine) Rollups, 500 g bulk italian sausage ( or italian sausage ) | 2 medium eggplants | 1/4 teaspoon coriander powder | 1 tablespoon dashi ( fish or soy sauce ) | 3 tablespoons pizza sauce ,Heat oven to 180c.  Cut eggplant into 1cm cubes.  Heat a frying pan with dashi and fry until dark brown in colour.  Add sausages and fry until brown on all sides.  Remove from stove.  Score eggplant with fork into 5mm long wedges.  Place eggplant wedges in a baking pan lined with baking paper.  Sprinkle with coriander and bake for 25 minutes or until cooked.  Remove from baking pan with pan edge leaving 2cm space at each end of eggplants.  Roll the eggplant with your palms and place the roll on prepared tray.  Spoon some sauce over eggplant.  Serve with extra sauce as desired.
60553,"cabbage,hickory barbecue sauce,paprika,sesame seed,beer",Taste of Home Corned Beef Hash With a BBQ," 2 lbs corned beef, hash | 3 tablespoons paprika | 1/2 cup beer ( i use stout and have used cola or tecate ) | 1/4 cup hickory flavored barbecue sauce | 1/3 cup whole fresh cabbage ","Cut corned beef into smaller bite size pieces as follows and in a bowl toss.  Paprika mixture, mix the beer and beer together.  Spray a skillet with a cooking spray, and put the hash on the skillet.  Put the hash in the hot skillet, stir, cover, turn over, and cook until the corned beef hash is done, about 10 minutes.  Remove the lid.  Stir in the bbq sauce and cover until the hash is warmed through, about 2 minutes longer."
60554,"dill leaf,pomegranate juice,phyllo pastry,tarragon,pork loin,lemon juice zest,curry powder,green onion",Pomegranate Pork and Spring Peppercorn Strudel," 10 sheets phyllo pastry | 1 1/2 cups pomegranate juice | 1 teaspoon lemon juice, zest of | 1 tablespoon fresh lemon juice, from zest of 1 lemon | 3 tablespoons minced green onions | 1/2 teaspoon dried tarragon | 1/2 teaspoon curry powder | 1/4 teaspoon dried tarragon | 2 lbs trimmed boneless fresh pork loin, sliced into 1/4 inch slices ","Place 2 sheets of phyllo on clean, lightly floured surface.  Place 2 sheets of fat side up on top of phyllo, brush with remaining butter mixture.  Continue on these steps.  Heat oven to 375 degrees f.  Place sliced pork in a single layer on sheet of phyllo, drizzle with orange or lemon juice, lemon rind and seasonings.  Top with the rest of phyllo sheets, brushing each one with butter mixture.  Working from long side, fold up remaining phyllo lengthwise into a 3 inch square.  Cut stack into 6 equal servings.  Place slices of pork on top of each square, arranging it on top of each other so they do not overlap, then drizzle with orange or lemon juice and sprinkle with the chopped green onions, tarragon and curry powder.  Brush the phyllo dough with a little more than a scant 1 tablespoon of butter mixture, then place on a greased baking sheet and bake at 375 degrees f for 25 to 30 minutes, or until pastry is golden brown."
60555,"tortilla,cream tartar,pot barley,orange,mirin,green chilies",Mexican Style Hash With Cream Tarts," 1 cup instant mashed potato barley | 1 cup cold water | 1 tablespoon light cream of tartar | 1/2 teaspoon orange rind, grated | 1 can chopped mild green chilies, drained | 1/4 cup mirin | corn tortillas or flat bread, toasted, chopped into small pcs ","Prepare instant mashed potato barley according to package directions.  For the cream tartar, combine potato barley and water and bring to a boil.  Reduce heat and simmer until the barley is very soft and creamy, about ten minutes.  Remove from heat and add cream of tartar, orange rind and green chilies.  Mix thoroughly.  For the chunky mexican mixture, in a small saucepan, combine the mexican ingredients and bring to a boil.  Reduce heat and simmer 10 minutes or less.  Cool to room temperature before using.  Serve with toasted or crumbled tortilla or flat bread pieces."
60556,"coconut,red leaf lettuce",Tropical Coconut Leaf Salad," 2 cups shredded coconut | 4 large heads red leaf lettuce, washed and torn into bite-size pieces ",Combine the shredded coconut and torn lettuce in a bowl.
60557,"pesto sauce,teriyaki sauce,vegetable,rye flour,tortilla",Mock Beef Taquitos, 2 tortillas | vegetables | rye flour ( about 2 teaspoons ) | tortilla | teriyaki sauce ,"Heat a tortilla on a pan or griddle or skillet.  Spread a few teaspoons of the teriyaki sauce on the tortilla closest to you.  Dip the tortilla, half at a time, in the batter the tortilla should form thin balls.  Flatten with a fork and lightly flatten with your hand.  If you don't have any utensils for tortillas, you can just fry them or fry them in a little skillet.  I usually cook this one by flipping a large saute pan, rolling the tortilla and a large plate of wax paper over the pan.  Just before cooking, dip the taquitos in the teriyaki sauce."
60558,"navy bean,lemongrass",Navy Bean Soup," 1 1/2 cups dry navy beans, washed and drained ",Place the navy beans in a large pot with enough cold water to cover.
60559,"red kidney bean,hing",Honduran Chili Beans, 4 cups canned red kidney beans | 2 teaspoons dried hing ,"Combine beans and 1 1/2 tsp salt in an 8x3 non stick baking dish.  Cover and allow to reach a gentle bubble over medium heat.  Reduce heat to maintain a gentle bubble.  Cook, stirring constantly for 1 1/2 hours or until beans are very tender, adding ice water or water as needed.  Taste and season with salt and pepper if desired."
60560,"beef bouillon cube,parmesan,white chocolate",White Chocolate Garlic Croutes," 1 cup shredded parmesan or 100 % shredded parmesan cheese ( 4 oz ) | 1 beef bouillon cube | 4 cups cold cuts white chocolate, finely chopped ","Heat broiler.  In medium bowl, toss parmesan cheese with bouillon cube.  Add about one third of beef and roll loosely to enclose.  Secure with toothpicks or cocktail forks.  Place on cookie sheet."
60561,"allspice,boston lettuce,triple sec,red pepper flake,oil,rotel tomato,turmeric powder",Spice-Rubbed Tomatoes & Rotel, 3 tablespoons triple sec | 3 tablespoons smoked paprika | 1 tablespoon turmeric powder | 1/4 teaspoon allspice | 1/4 teaspoon crushed red pepper flakes | 1 tablespoon oil | 2 bunches boston lettuce | 1 can rotel tomatoes ,Chop your lettuce into large bite sized pieces.  Combine with the rest of the ingredients except for the last two and set aside in the frig.  Mix all of your seasoning mix together and smear over your lettuce.  Serve over jasmine rice.
60562,"cumin seed,cheddar cheese soup,fruit,pectin,rice noodle,iceberg lettuce,sesame oil",Fruit & Cheddar Salad," 600 g fresh fruit, peeled, cut into wedges | 1 tablespoon sesame oil | 1 teaspoon cumin seed | 6 cups iceberg lettuce, torn | 1/2 cup cheddar cheese soup | 1 packet pectin | 3 cups short thin rice noodles ","Place all salad ingredients in a large bowl, toss to coat well.  Combine pectin and soup and spread evenly over the top.  Cover and refrigerate 2 hours or overnight.  When ready to serve, remove from the refrigerator and top with rice noodles.  Serve with extra cheese if desired."
60563,"lemon zest,cooking spray,coriander powder,penne,water chestnut,tomato,mustard powder,white flour",Chinese Pasta and Water Chestnut, 500 g penne ( or other short pasta ) | 1 tablespoon lemon zest ( fine grated ) | 100 g water chestnuts | 1 teaspoon mustard powder ( i add a little dry mustard powder ) | 1/2 teaspoon coriander powder | 1/2 teaspoon white flour | 400 g chopped tomatoes ( tin will be fine! ) | cooking spray ,"Start boiling water and cook pasta according to the packet's directions.  While boiling, dice water chestnuts and fry with the rest of the the dry mustard.  Then add all the other dry ingredients.  Saute until heated through.  Meanwhile cut up tomatoes into large chunks and add to the boiling water.  Simmer gently for about 3 minutes to let some of the liquid out.  Drain pasta and add to the sauteed tomato mixture.  Mix together and put back in the pot for a minute or two to really bring out the spices.  Season to taste with salt and pepper and serve hot."
60564,"black pepper,thai chili sauce,chocolate,tabasco sauce,black olive,mexicorn",Mexicorns With Chocolate and Garam Masala," 1 cup mexicorn | 6 pieces bittersweet chocolate | 1 teaspoon black pepper | 1 tablespoon tabasco sauce | 1 teaspoon thai sweet chili sauce | 1/2 ounce black olives, halved ","Bring a small saucepan of water to a boil over medium high heat.  Boil until the mexicorn is pliable, about 4 minutes.  While the mexican water is heating, wrap the chocolate in a bowl and microwave on high power for 1 minute or until just melted and smooth.  When the chocolate is melted, stir in the black pepper, tabasco and chili sauce until smooth.  Add the mexican corn and black olives and toss to coat.  Serve at once."
60565,"yogurt,jicama",Jicama Salad," 1/2 bunch jicama, peeled and cut in half | 1/2 cup plain yogurt ",Toss jicama and yogurt together in a salad bowl.  Cover and chill 1 hour.
60566,"beef chuck,club soda,rigatoni pasta,chicken broth",Easy Beef Carbonara," 1 -2 lb beef chuck, trimmed of all visible fat | 1 can chicken broth | 1/4 cup club soda | 5 cups rigatoni pasta, cooked ","Cook rigatoni al dente according to package directions.  Preheat oven to 350 degrees and place a large pot of water on high heat.  In a large skillet, sear the beef on all sides until browned.  You may want to add more water if necessary.  Drain any fat and reserve for later.  Deglaze the skillet with the chicken broth and club soda.  Bring to a boil and add the beef into the broth.  Cook for 6 - 7 minutes.  Transfer beef into a large casserole dish.  Add cooked rigatoni to pot and coat with gravy.  Cover and bake 30 minutes."
60567,"rice,anise seed,sultana,ghee,guacamole,maraschino cherry,cream,olive vegetable oil",Rice Nests," 1 cup rice | 3/4 cup sultana, roasted | 3 ounces mixed sprouts, roasted | 1/2 teaspoon anise seed | salt and lemon, juice of | ghee ( for frying ) | 2 ounces chopped ripe olives or 2 ounces vegetable oil | whipped cream ( optional ) ","Drain the rice and place it in a shallow roasting tin.  Add the sultanas.  Sprinkle with salt and lemon juice, tossing to mix.  Put in a preheated oven of 350 deg f/180 deg c.  Cook for 30 minutes.  Leave the oven door open, then put the rinsed rice in a bowl.  Add the olives or oil, stir and serve sprinkled with cream if you wish.  You could also sprinkle with additional sultanas.  This is really an unusual recipe, and not strictly necessary, but it's quite popular amongst friends and it makes a nice addition to the nadales we eat with pickles, salsa, and other dishes."
60568,"white mushroom,tofutti better than cream cheese,orange zest,cumin powder,graham flour",Fooey Tofu Triangles," 8 ounces cream cheese | 1 orange, zest of, very finely chopped | 1 package fooey tofu ( better-than-creamy you can find at trader joe's ) | 1 teaspoon cumin powder | 1 teaspoon ground cumin powder | 2 ounces white mushrooms, quartered and cleaned ","Makes a lot of tofu use the oil of your choice in this recipe.  I've found that deep fryer work best.  Beat the cream cheese together with the orange zest and the cumin powder until smooth.  Slice the tofu into triangle shapes about 1/8 thick.  Dip each triangle one at a time into the cream cheese, then dredge in the cumin and cinnamon mixture on each side.  I use disposable plastic bags which i just wrap them over the tofu.  Heat up your non stick frying pan to medium and spray with olive oil spray and fry the triangles for 1 minute on each side.  They should be golden brown on the outside and soft on the inside, but not burnt.  Enjoy with a dollop of sour cream and if you want to eat them in a bowl, you can drizzle a little oil over the tofu."
60569,"ladyfinger,asiago cheese,lemon juice,vegetable oil cooking spray,black olive,honey barbeque sauce,triple sec,dark rum",BBQ Olive Trifle," 24 ladyfingers | 1/2 - 3/4 cup dark rum | 1/2 cup fresh lemon juice | 1 -2 tablespoon honey barbeque sauce | 1/2 cup vegetable oil cooking spray | 1/4 cup asiago cheese, grated | 1/4 cup light-colored honey barbeque sauce | 2 -3 tablespoons grated dark rum | 4 -8 black olives, for garnish ( optional ) ",Heat bbq to medium.  Dip ladyfingers in rum and allow to cool.  Place the softened ladyfingers in a clear glass bowl that has been coated with non stick cooking spray.  Top with 1/4 cup of the barbeque sauce.
60570,"mustard,peanut butter,seasoning salt,provolone cheese,white wine vinegar",Peanut Butter Vinaigrette, 4 teaspoons white wine vinegar | 4 tablespoons crunchy peanut butter | 1 teaspoon seasoning salt | 1 teaspoon mustard | 1 cup shredded provolone cheese ,"In a medium bowl, combine the vinegar, peanut butter, seasoned salt and mustard.  Fold in the provolone cheese.  Refrigerate until serving."
60571,"lime juice,yogurt,beef bouillon cube,quinoa,italian sausage,cream horseradish sauce",Italian Sausage Dressing," 1 1/2 lbs italian sausage, casings removed | 2 large beef bouillon cubes | 1 cup sour cream or 1 cup horseradish sauce | 1 large lime, juice of, freshly squeezed | 1 cup quinoa, rinsed and drained well | 1 cup yogurt, sour cream or 1 cup mayonnaise ",Put all ingredients into a large resealable bag.  Squeeze and drain juice from sausages into bag and add to bag.  Toss well to coat.  Cover and refrigerate overnight.  Shake any remaining brine from bag before serving.
60572,"cold water,oat,italian plum tomato,red thai chile,orzo pasta,caper",Orzo and Tomato Soup," 1 package orzo pasta | 2 quarts cold water | 5 ounces sun-dried tomatoes | 10 large italian plum tomatoes | 5 tablespoons capers | 2 dried red thai chiles, seeded and slivered ( or to taste ) ",Cook orzo according to package directions.
60573,"french dressing,sugar crystal,portabella mushroom cap,turmeric",Low Fat Portabella Salad, 1/2 cup french dressing | 1 teaspoon sugar crystals | 1 teaspoon turmeric | 1 portabella mushroom cap ,"Dribble the portabello mushroom cap into a bowl with the french and turmeric using the back of a spoon.  Allow to sit until the turmeric has dissolved into the liquid, 2 to 3 minutes and stir constantly.  Pour on some of the dressing.  Toss until coated."
60574,"black olive,wonton wrapper,pesto sauce,meat,farfalle pasta,white sugar,vegetable bouillon granule,sugar",Steak Rolls," 600 g steak, cut into strips | 250 g farfalle pasta | 1 teaspoon vegetable bouillon granules | 1 teaspoon white sugar | 1 tablespoon pesto sauce | 1 tablespoon pesto sauce, extra | 1 tablespoon white sugar | wonton wrapper ( i used egg roll, i get them from king's market ) | 1/4 cup black olives, sliced | 1/4 cup mixed vegetables ( i like red potatoes, carrots, zucchini, peas, zucchini etc.
    - ) ","Cook the meat until brown, drain off the grease.  Return the meat to the the pan, add the other ingredients, except the wrappers and filling.  Combine the filling ingredients.  Put about a teaspoon of the filling along the centre of the won roll wrapper, and roll it up.  Take the wrapper off the filling and place them in a warm oven for 10 - 15 minutes.  Serve with extra pesto sauce and sliced olives on top."
